,cultura,ref_infra_v,ref_rgb,data,mes,path,area,imagens_baixadas,imagens_processadas
3110,aveia,68865acc_v,68865acc_rgb,2024-06-10,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_517679866-1_plantio_10-06-24_colheita_15-10-24.kml,0.0,"[['./imagens/68865acc_v_d29/1143e27ed2f829523dfbd582c9947d56/response.png'], ['./imagens/68865acc_v_d44/bca02acb6b00852d7a8a66a7a1949f5b/response.png'], ['./imagens/68865acc_v_d64/fc954ddfa2aff68f31257a9717d0580e/response.png']]","['./processadas/mascara_68865acc_v_d29.png', './processadas/mascara_68865acc_v_d44.png', './processadas/mascara_68865acc_v_d64.png']"
3111,aveia,45091d6d_v,45091d6d_rgb,2024-05-11,5,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_517429598-1_plantio_11-05-24_colheita_30-08-24.kml,0.0,"[['./imagens/45091d6d_v_d29/648eb648710bbf0346b6407e9372cd56/response.png'], ['./imagens/45091d6d_v_d44/9eb95d94c187ccb82312d1db794b4229/response.png', './imagens/45091d6d_v_d44/76d98aa47298cc5c2d0a0e130db0791d/response.png'], ['./imagens/45091d6d_v_d64/ba09fadbc6dde4a5a6a7ab6512310a57/response.png']]","['./processadas/mascara_45091d6d_v_d29.png', './processadas/mascara_45091d6d_v_d44.png', './processadas/mascara_45091d6d_v_d64.png']"
3112,aveia,4791d4da_v,4791d4da_rgb,2025-06-10,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_519258737-1_plantio_10-06-25_colheita_15-09-25.kml,0.0,"[['./imagens/4791d4da_v_d29/c58ee8c8498b07bc828774a38862dde9/response.png', './imagens/4791d4da_v_d29/e31388009de160b014a9bed7bbc45488/response.png'], ['./imagens/4791d4da_v_d44/7645542fd6bb41fea75abbf7c650d412/response.png', './imagens/4791d4da_v_d44/fe0a269ffb23fd3136c7549728fbb187/response.png', './imagens/4791d4da_v_d44/84193ca68a81d676f0061f936bfc7fd9/response.png']]","['./processadas/mascara_4791d4da_v_d29.png', './processadas/mascara_4791d4da_v_d44.png']"
3113,aveia,07a0e095_v,07a0e095_rgb,2024-06-02,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_517554183-1_plantio_02-06-24_colheita_23-10-24.kml,0.0,"[['./imagens/07a0e095_v_d29/02b7ded03188bfa5fa257697d3caefb8/response.png', './imagens/07a0e095_v_d29/9d7ceedc499f0cbd6016244e93799510/response.png'], ['./imagens/07a0e095_v_d44/448e0eb015f4de5bc7af66ab3a4d0da0/response.png', './imagens/07a0e095_v_d44/11fe5b11f2f9f3e2c07ef65482207f09/response.png', './imagens/07a0e095_v_d44/ffefbcdb29f1f4f570afa867502b2e5c/response.png', './imagens/07a0e095_v_d44/a1738c84ec83f5d5a4e0cf2d4a992286/response.png'], ['./imagens/07a0e095_v_d64/282007e6e6e0e34b635ed3fff7693817/response.png', './imagens/07a0e095_v_d64/6e0134763a5e140660ff52711c5ec3ae/response.png']]","['./processadas/mascara_07a0e095_v_d29.png', './processadas/mascara_07a0e095_v_d44.png', './processadas/mascara_07a0e095_v_d64.png']"
3114,aveia,71d1d973_v,71d1d973_rgb,2025-05-15,5,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_519707022-1_plantio_15-05-25_colheita_06-10-25.kml,0.0,"[['./imagens/71d1d973_v_d29/99acd020d479e2e4755d32649096b839/response.png', './imagens/71d1d973_v_d29/b5b527346a5f9b8bfd702d4c4f8bbd51/response.png', './imagens/71d1d973_v_d29/ab23c194df2cdc2442d0ed52c1521979/response.png'], ['./imagens/71d1d973_v_d44/16124287c104f5fc5fc01f60566921f8/response.png'], ['./imagens/71d1d973_v_d64/5cdc2d97b4e50909c2edad8639aa653f/response.png']]","['./processadas/mascara_71d1d973_v_d29.png', './processadas/mascara_71d1d973_v_d44.png', './processadas/mascara_71d1d973_v_d64.png']"
3115,aveia,2549358f_v,2549358f_rgb,2024-05-11,5,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_517849174-1_plantio_11-05-24_colheita_20-09-24.kml,0.0,"[['./imagens/2549358f_v_d29/76691092816af9bf224037babd567f25/response.png'], ['./imagens/2549358f_v_d44/ac37c5d4cbee48e58c7fe541c9b89448/response.png', './imagens/2549358f_v_d44/3f181831f84751a581f16893424418fc/response.png'], ['./imagens/2549358f_v_d64/c5765e10cc247c5a98b567784d116a87/response.png']]","['./processadas/mascara_2549358f_v_d29.png', './processadas/mascara_2549358f_v_d44.png', './processadas/mascara_2549358f_v_d64.png']"
3116,aveia,eab75df4_v,eab75df4_rgb,2024-06-12,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_517466531-1_plantio_12-06-24_colheita_01-10-24.kml,0.0,"[['./imagens/eab75df4_v_d29/c9e0125b3dee80120a528fb3c60a7eec/response.png'], ['./imagens/eab75df4_v_d44/7d99888a71a4d86f0b8bbb169300ee41/response.png', './imagens/eab75df4_v_d44/083da05fed7522098cf4ad73b8381f06/response.png'], ['./imagens/eab75df4_v_d64/a259cabb2999d954576f53a3d60ab06b/response.png']]","['./processadas/mascara_eab75df4_v_d29.png', './processadas/mascara_eab75df4_v_d44.png', './processadas/mascara_eab75df4_v_d64.png']"
3117,aveia,0b629795_v,0b629795_rgb,2024-04-15,4,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_517461593-1_plantio_15-04-24_colheita_15-09-24.kml,0.0,"[['./imagens/0b629795_v_d29/f81fe1ebf219a1676c88e53999dd7858/response.png', './imagens/0b629795_v_d29/326af2c2799f848680878dd3249d7a76/response.png'], ['./imagens/0b629795_v_d44/30713f04673a27ecaa3ca67d40893bfd/response.png', './imagens/0b629795_v_d44/1607b34c8b72d95621e65a45f67824ad/response.png', './imagens/0b629795_v_d44/81b33f2ec045831ca2d08b7a1d0c9856/response.png'], ['./imagens/0b629795_v_d64/5de533c6540ca2314c70495b17893e7a/response.png', './imagens/0b629795_v_d64/ec301ae01035e5d8be6b3f8c8fb6ee96/response.png']]","['./processadas/mascara_0b629795_v_d29.png', './processadas/mascara_0b629795_v_d44.png', './processadas/mascara_0b629795_v_d64.png']"
3118,aveia,22373707_v,22373707_rgb,2025-06-10,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_519395785-1_plantio_10-06-25_colheita_10-10-25.kml,0.0,"[['./imagens/22373707_v_d29/14b12a5d0974db96170cc745590c650b/response.png', './imagens/22373707_v_d29/89d6b32f3de43592cb767328168d6580/response.png'], ['./imagens/22373707_v_d44/54fbe456d96c635a301f4a8831efb587/response.png', './imagens/22373707_v_d44/02e118078d7ad1821a0d41571f1dfed3/response.png', './imagens/22373707_v_d44/e6f9a42838863659854fad7ba70c10e1/response.png', './imagens/22373707_v_d44/e86849f17fc15d1bafc906a51efab792/response.png']]","['./processadas/mascara_22373707_v_d29.png', './processadas/mascara_22373707_v_d44.png']"
3119,aveia,46aabfd0_v,46aabfd0_rgb,2024-06-20,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_518142259-1_plantio_20-06-24_colheita_05-11-24.kml,0.0,"[['./imagens/46aabfd0_v_d29/3c1b145a8ffc261573fc836b1d9920f4/response.png'], ['./imagens/46aabfd0_v_d44/2d8c92eb6cca556bd2204ba1321ecd00/response.png'], ['./imagens/46aabfd0_v_d64/7fe95ffe9977c496149aa807d1cef239/response.png']]","['./processadas/mascara_46aabfd0_v_d29.png', './processadas/mascara_46aabfd0_v_d44.png', './processadas/mascara_46aabfd0_v_d64.png']"
3120,aveia,825296ea_v,825296ea_rgb,2024-06-01,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_517496264-1_plantio_01-06-24_colheita_30-09-24.kml,0.0,"[['./imagens/825296ea_v_d29/bf6bce4d07d73005ef5665aa5e700653/response.png', './imagens/825296ea_v_d29/37495be60e8f82d6ec84b366a7a58cd1/response.png'], ['./imagens/825296ea_v_d44/e488f226483b1e92328d9f84a9df4f47/response.png'], ['./imagens/825296ea_v_d64/ee64f4c2b55ee2e4dc6981c3298a76a0/response.png']]","['./processadas/mascara_825296ea_v_d29.png', './processadas/mascara_825296ea_v_d44.png', './processadas/mascara_825296ea_v_d64.png']"
3121,aveia,43c6619e_v,43c6619e_rgb,2024-06-01,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_517985544-1_plantio_01-06-24_colheita_10-10-24.kml,0.0,"[['./imagens/43c6619e_v_d29/5c208e9cde5511a664ad4b9175587c5f/response.png', './imagens/43c6619e_v_d29/cd23c4d3b00af2d85ad2c10bf50644c2/response.png'], ['./imagens/43c6619e_v_d44/c72977b35073b20fe24fc14d141ac682/response.png'], ['./imagens/43c6619e_v_d64/fd743f2ea249a0ec0f40c4fc7d2ccca3/response.png']]","['./processadas/mascara_43c6619e_v_d29.png', './processadas/mascara_43c6619e_v_d44.png', './processadas/mascara_43c6619e_v_d64.png']"
3122,aveia,eca42594_v,eca42594_rgb,2025-05-30,5,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_520049279-1_plantio_30-05-25_colheita_20-10-25.kml,0.0,"[['./imagens/eca42594_v_d29/a0daa2366714e6d202578111f68417b2/response.png', './imagens/eca42594_v_d29/d55225d2e3f29e935c56c3cf47f084ac/response.png', './imagens/eca42594_v_d29/80930d1437f4ff9be24a28f3eaa372ba/response.png', './imagens/eca42594_v_d29/8b62f040520d324389b0f901ac6addb4/response.png'], ['./imagens/eca42594_v_d44/3f961816f877bc937499a908bb97b625/response.png', './imagens/eca42594_v_d44/467c74538d700a654900701d44130567/response.png', './imagens/eca42594_v_d44/f2b1cdf84ed2d5c6cb6237346c03a639/response.png', './imagens/eca42594_v_d44/c1a8492159047c8d2d2b381ef85bc604/response.png']]","['./processadas/mascara_eca42594_v_d29.png', './processadas/mascara_eca42594_v_d44.png']"
3123,aveia,3364ac47_v,3364ac47_rgb,2024-06-04,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_517599499-1_plantio_04-06-24_colheita_22-10-24.kml,0.0,"[['./imagens/3364ac47_v_d29/a72d3bb028ca5b7a58f6fc94f8f1c854/response.png', './imagens/3364ac47_v_d29/b921e0f1bbf6b26ec04a629171529489/response.png'], ['./imagens/3364ac47_v_d44/82306b5b767d03f1f6b6dbebeb8d757f/response.png', './imagens/3364ac47_v_d44/a59a17ecf674c12796cfc52c24986770/response.png'], ['./imagens/3364ac47_v_d64/af4f6a44bb87543c5133d2baf697ae04/response.png', './imagens/3364ac47_v_d64/3dab7abdbf4ec199f849de0b631d28c7/response.png']]","['./processadas/mascara_3364ac47_v_d29.png', './processadas/mascara_3364ac47_v_d44.png', './processadas/mascara_3364ac47_v_d64.png']"
3124,aveia,78930f18_v,78930f18_rgb,2025-06-21,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_519755368-1_plantio_21-06-25_colheita_20-11-25.kml,0.0,"[['./imagens/78930f18_v_d29/bfe54c4617d7c0a79f68d004c19e735b/response.png', './imagens/78930f18_v_d29/6589208abaf9761c5abbdcd16f365c68/response.png', './imagens/78930f18_v_d29/d2c3b9ac7c2cf4e9448f53c0d4417d51/response.png'], ['./imagens/78930f18_v_d44/b248b5ee7844710e859b089d8b639625/response.png']]","['./processadas/mascara_78930f18_v_d29.png', './processadas/mascara_78930f18_v_d44.png']"
3125,aveia,8432865f_v,8432865f_rgb,2025-06-01,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_519935234-1_plantio_01-06-25_colheita_15-09-25.kml,0.0,"[['./imagens/8432865f_v_d29/4f9312f764a462a312de951d1e118bf2/response.png', './imagens/8432865f_v_d29/0971940826ac81b2585c9fcf41c37b10/response.png'], ['./imagens/8432865f_v_d44/c7c1145b4827b11ff3fd7a035911b5cf/response.png', './imagens/8432865f_v_d44/57474ffbceaf8790c0c072353ee35225/response.png']]","['./processadas/mascara_8432865f_v_d29.png', './processadas/mascara_8432865f_v_d44.png']"
3126,aveia,9e1fb27d_v,9e1fb27d_rgb,2025-06-01,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_519970632-1_plantio_01-06-25_colheita_01-11-25.kml,0.0,"[['./imagens/9e1fb27d_v_d29/889815922a808bfe9f2f19a31c542e65/response.png', './imagens/9e1fb27d_v_d29/c1a73562e3b81835d92b25a7fe87ef06/response.png', './imagens/9e1fb27d_v_d29/73c846ea503e11302d902b71ca469692/response.png', './imagens/9e1fb27d_v_d29/7ff1e24fbd9250d61da02d24e76d4c25/response.png', './imagens/9e1fb27d_v_d29/273dae22e32e12d7dcaeabdf1bd5508f/response.png', './imagens/9e1fb27d_v_d29/5ef962a5d64ffb844f81dedc3ad71fba/response.png', './imagens/9e1fb27d_v_d29/e707b2634bb82e3628f467a92b6b4fc9/response.png', './imagens/9e1fb27d_v_d29/7b74862ed7b4e3db0c4040f7f003026c/response.png', './imagens/9e1fb27d_v_d29/87984f58dff8edc3fd38c6f5b8e13406/response.png', './imagens/9e1fb27d_v_d29/80fc7ba8e8f6adfee20199c923ddc973/response.png'], ['./imagens/9e1fb27d_v_d44/1b7afbfa8b49d40ecdf1d05df92744b0/response.png', './imagens/9e1fb27d_v_d44/4b554197e801bf2a2a56dc57a9f9904a/response.png', './imagens/9e1fb27d_v_d44/dd6d85a57e30862993f4f362a141bc82/response.png', './imagens/9e1fb27d_v_d44/443355451ffec3910ceb435d877bb9df/response.png', './imagens/9e1fb27d_v_d44/0fec4de59021a7f48f6ec4a8092ef539/response.png', './imagens/9e1fb27d_v_d44/5039017a4ff09c95e7137c31e8692a56/response.png']]","['./processadas/mascara_9e1fb27d_v_d29.png', './processadas/mascara_9e1fb27d_v_d44.png']"
3127,aveia,cb0e2c60_v,cb0e2c60_rgb,2024-05-25,5,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_518133693-1_plantio_25-05-24_colheita_20-10-24.kml,0.0,"[['./imagens/cb0e2c60_v_d29/c062ec890c15c93ef0449bfa073be8f7/response.png'], ['./imagens/cb0e2c60_v_d44/243902b1e1f01cfe1b31bf758fd28f51/response.png'], ['./imagens/cb0e2c60_v_d64/390a84577675ffa5254bcbdb2424b375/response.png']]","['./processadas/mascara_cb0e2c60_v_d29.png', './processadas/mascara_cb0e2c60_v_d44.png', './processadas/mascara_cb0e2c60_v_d64.png']"
3128,aveia,8f17a3bc_v,8f17a3bc_rgb,2025-06-01,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_519978013-1_plantio_01-06-25_colheita_01-10-25.kml,0.0,"[['./imagens/8f17a3bc_v_d29/20f59d7ea96dd2cc9af8383f11ad5990/response.png', './imagens/8f17a3bc_v_d29/b778a3bc07b0f71ffc14489a21d77fe2/response.png', './imagens/8f17a3bc_v_d29/11ca787ef0c5523410fb91df80b00b69/response.png'], ['./imagens/8f17a3bc_v_d44/ba1c5bc366d6d29ffd9a1042a240c387/response.png']]","['./processadas/mascara_8f17a3bc_v_d29.png', './processadas/mascara_8f17a3bc_v_d44.png']"
3129,aveia,5a7c63b2_v,5a7c63b2_rgb,2024-06-05,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_517782684-1_plantio_05-06-24_colheita_01-10-24.kml,0.0,"[['./imagens/5a7c63b2_v_d29/caf2d55a77909f97d42ef75924413af3/response.png', './imagens/5a7c63b2_v_d29/ab801b2b3847920e5770f34b34280f59/response.png'], ['./imagens/5a7c63b2_v_d44/a5b815cd4a9e6e16bd5724cb4a9504d0/response.png', './imagens/5a7c63b2_v_d44/1b1355eeb6b1240df52c6811c4161962/response.png', './imagens/5a7c63b2_v_d44/f9d3921c747b168dcba466e2c114eef0/response.png', './imagens/5a7c63b2_v_d44/11ed81864bb8478fc829a5d0acbd82a1/response.png'], ['./imagens/5a7c63b2_v_d64/60f1ae2e92ed8dc35a8d7012245df484/response.png', './imagens/5a7c63b2_v_d64/312ccd4d0913297b40de2adee0ad2a00/response.png']]","['./processadas/mascara_5a7c63b2_v_d29.png', './processadas/mascara_5a7c63b2_v_d44.png', './processadas/mascara_5a7c63b2_v_d64.png']"
3130,aveia,f1c2501c_v,f1c2501c_rgb,2025-06-30,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_520193195-1_plantio_30-06-25_colheita_17-11-25.kml,0.0,"[['./imagens/f1c2501c_v_d29/3f01adc537b1d28304aa800947e37733/response.png', './imagens/f1c2501c_v_d29/41833010dea89605f439a0e13a84d0a9/response.png'], ['./imagens/f1c2501c_v_d44/2ffc81ff1baa34e3cd1f5b57f6ecb911/response.png', './imagens/f1c2501c_v_d44/080c6079fecb4da76ede93be2847f35a/response.png', './imagens/f1c2501c_v_d44/643294262c36327701011a9ffb074801/response.png']]","['./processadas/mascara_f1c2501c_v_d29.png', './processadas/mascara_f1c2501c_v_d44.png']"
3131,aveia,3623bae1_v,3623bae1_rgb,2025-06-10,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_519553864-1_plantio_10-06-25_colheita_10-10-25.kml,0.0,"[['./imagens/3623bae1_v_d29/160338a100075080f3fd706fc8126bd9/response.png'], ['./imagens/3623bae1_v_d44/901f14f738899340e7e55cb26c6e77bd/response.png']]","['./processadas/mascara_3623bae1_v_d29.png', './processadas/mascara_3623bae1_v_d44.png']"
3132,aveia,8a324151_v,8a324151_rgb,2025-05-12,5,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_519590533-1_plantio_12-05-25_colheita_29-09-25.kml,0.0,"[['./imagens/8a324151_v_d29/cce049a41c2f51e975de32eb4958c1c2/response.png', './imagens/8a324151_v_d29/368b35b91d391ef1e97fc6dda44b53a5/response.png'], ['./imagens/8a324151_v_d44/2248c1cc83cd1e00aa86ea84a68217c1/response.png', './imagens/8a324151_v_d44/0311efbf1e1e50f2e3f749f678624daa/response.png'], ['./imagens/8a324151_v_d64/8188a975cd9f946fd1250c2058c3c87b/response.png', './imagens/8a324151_v_d64/b82a7901426e578be3a7f3d0ebbfe59f/response.png']]","['./processadas/mascara_8a324151_v_d29.png', './processadas/mascara_8a324151_v_d44.png', './processadas/mascara_8a324151_v_d64.png']"
3133,aveia,31f42730_v,31f42730_rgb,2024-05-15,5,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_517554682-1_plantio_15-05-24_colheita_10-09-24.kml,0.0,"[['./imagens/31f42730_v_d29/5634a212a3f52fc19ce6cf344e83e7d9/response.png', './imagens/31f42730_v_d29/abb5a11de0480afeabbb5c99555e61a1/response.png'], ['./imagens/31f42730_v_d44/ec971274f460b32c9cb9dbb0a6de6262/response.png'], ['./imagens/31f42730_v_d64/abc32030f61da78e49115d54fa4cfa17/response.png']]","['./processadas/mascara_31f42730_v_d29.png', './processadas/mascara_31f42730_v_d44.png', './processadas/mascara_31f42730_v_d64.png']"
3134,aveia,44a025a8_v,44a025a8_rgb,2024-06-20,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_518139538-1_plantio_20-06-24_colheita_10-10-24.kml,0.0,"[['./imagens/44a025a8_v_d29/7dccf410f4acc7bf3ae7ab7df37712b1/response.png'], ['./imagens/44a025a8_v_d44/a5e02dbfedce025ad3eb2d019480eac5/response.png'], ['./imagens/44a025a8_v_d64/6ee0f04df5c5176b9308b876c149d899/response.png']]","['./processadas/mascara_44a025a8_v_d29.png', './processadas/mascara_44a025a8_v_d44.png', './processadas/mascara_44a025a8_v_d64.png']"
3135,aveia,103ef3db_v,103ef3db_rgb,2025-06-01,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_519962964-1_plantio_01-06-25_colheita_20-10-25.kml,0.0,"[['./imagens/103ef3db_v_d29/c1a8f7d0db1859e794fe564ea3861941/response.png', './imagens/103ef3db_v_d29/2bbd53ec27e31e46e4db9f8da3df91f6/response.png', './imagens/103ef3db_v_d29/169024aa3dac0d8ce7e3f5ced231e15e/response.png', './imagens/103ef3db_v_d29/40067d4d6d5376156c2d191ce016809a/response.png', './imagens/103ef3db_v_d29/b300de33d9c58c3cb5caadb4e3958b47/response.png', './imagens/103ef3db_v_d29/58fffbcda4bafc71abf668c0eba4d64a/response.png'], ['./imagens/103ef3db_v_d44/f3db1da83f28eb61f17c0a51bfb2d14f/response.png', './imagens/103ef3db_v_d44/b01be05de53ce47824fc2672aa63dd0a/response.png']]","['./processadas/mascara_103ef3db_v_d29.png', './processadas/mascara_103ef3db_v_d44.png']"
3136,aveia,b245d698_v,b245d698_rgb,2024-05-21,5,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_517766001-1_plantio_21-05-24_colheita_02-11-24.kml,0.0,"[['./imagens/b245d698_v_d29/65f1e0134e731531f1fb1d4ac7c45266/response.png', './imagens/b245d698_v_d29/d2eaf5249e271a8b98937db9713c8336/response.png'], ['./imagens/b245d698_v_d44/1d192fdb324d861722ccf561c18f0324/response.png', './imagens/b245d698_v_d44/b3eecb8096f0250753d3924a8b724ffe/response.png'], ['./imagens/b245d698_v_d64/5d8187134eacf1acc7032050b01eeeaa/response.png', './imagens/b245d698_v_d64/5f010e4e159932fad9e1d2c51d4120f4/response.png']]","['./processadas/mascara_b245d698_v_d29.png', './processadas/mascara_b245d698_v_d44.png', './processadas/mascara_b245d698_v_d64.png']"
3137,aveia,05a2dc34_v,05a2dc34_rgb,2025-05-01,5,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_519222568-1_plantio_01-05-25_colheita_01-10-25.kml,0.0,"[['./imagens/05a2dc34_v_d29/066162390e69803de6ee386f9fccb5c3/response.png', './imagens/05a2dc34_v_d29/13120c551f983a327fb70aa516d228e1/response.png', './imagens/05a2dc34_v_d29/201e000204cca61d7c1f1b3e63da58c0/response.png'], ['./imagens/05a2dc34_v_d44/bca28c990e126177159071501f7cb540/response.png', './imagens/05a2dc34_v_d44/84fc8462869092865d5c902f0859d86d/response.png'], ['./imagens/05a2dc34_v_d64/fa61599d1d3a03a12807198fa7a8adc0/response.png', './imagens/05a2dc34_v_d64/daf89d498bec40b922546dcdc3e1b50b/response.png', './imagens/05a2dc34_v_d64/9a96e1e483c2071f1cc853d4f622ec23/response.png', './imagens/05a2dc34_v_d64/caceccd1ee2e6abfd0f00b23314fdc69/response.png']]","['./processadas/mascara_05a2dc34_v_d29.png', './processadas/mascara_05a2dc34_v_d44.png', './processadas/mascara_05a2dc34_v_d64.png']"
3138,aveia,9e088c64_v,9e088c64_rgb,2025-05-20,5,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_519801962-1_plantio_20-05-25_colheita_12-09-25.kml,0.0,"[['./imagens/9e088c64_v_d29/9354fc19be3cf8e52fa31e10d365c6f8/response.png', './imagens/9e088c64_v_d29/61a4c62ba9501ae3444678b95bc960b8/response.png'], ['./imagens/9e088c64_v_d44/974ec5d7f7d70d1ecf9bd1722369ab9c/response.png', './imagens/9e088c64_v_d44/bb60c031dd328f1d7bb569f9caa59874/response.png'], ['./imagens/9e088c64_v_d64/ba3f6918e714984dcace202005bf52f9/response.png', './imagens/9e088c64_v_d64/ef11543fb6df7f128879ec5c3757eedd/response.png']]","['./processadas/mascara_9e088c64_v_d29.png', './processadas/mascara_9e088c64_v_d44.png', './processadas/mascara_9e088c64_v_d64.png']"
3139,aveia,a9da4edb_v,a9da4edb_rgb,2024-06-01,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_517466432-1_plantio_01-06-24_colheita_15-10-24.kml,0.0,"[['./imagens/a9da4edb_v_d29/eb1564eff4e5800511f78582ada6ebd6/response.png', './imagens/a9da4edb_v_d29/caa54f62913e0f9d2a5fd280a8c463cb/response.png', './imagens/a9da4edb_v_d29/dab2a3b82b82faa66a2b52c6ed40b0ab/response.png', './imagens/a9da4edb_v_d29/b44e55a8e0eee29b7f46fde9d5338299/response.png'], ['./imagens/a9da4edb_v_d44/65767b2a0167c878bbae33ae3cdb0ec1/response.png', './imagens/a9da4edb_v_d44/df87806c39cf6d831202424b9d6a4be2/response.png'], ['./imagens/a9da4edb_v_d64/471f9c755a266514832eafbb5140667d/response.png', './imagens/a9da4edb_v_d64/04dcd90cc4478c3e5d7a6cc4c429b8e2/response.png']]","['./processadas/mascara_a9da4edb_v_d29.png', './processadas/mascara_a9da4edb_v_d44.png', './processadas/mascara_a9da4edb_v_d64.png']"
3140,aveia,1a54e120_v,1a54e120_rgb,2024-05-20,5,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_517756787-1_plantio_20-05-24_colheita_01-10-24.kml,0.0,"[['./imagens/1a54e120_v_d29/8c3e64b23c744ad07f1bcb0ec5172d3c/response.png', './imagens/1a54e120_v_d29/a42040f652db68466a14eb281ce0aeb5/response.png'], ['./imagens/1a54e120_v_d44/0508ca5973bf9a6314fb3c5bea2c1bd7/response.png', './imagens/1a54e120_v_d44/cbae8935e2633c7a3e8a2b66909047a3/response.png', './imagens/1a54e120_v_d44/1b18b99f4023cf5ad7e37cb0a35ba16e/response.png'], ['./imagens/1a54e120_v_d64/5c8f9b51fdacd4585fb65eb04b7c5c7d/response.png', './imagens/1a54e120_v_d64/2ff3db3e12d6f3efd30923e87dc4e6ab/response.png']]","['./processadas/mascara_1a54e120_v_d29.png', './processadas/mascara_1a54e120_v_d44.png', './processadas/mascara_1a54e120_v_d64.png']"
3141,aveia,5110d9bc_v,5110d9bc_rgb,2025-05-21,5,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_519607268-1_plantio_21-05-25_colheita_23-09-25.kml,0.0,"[['./imagens/5110d9bc_v_d29/7a25d67c279a2b2ab896d522e606f733/response.png', './imagens/5110d9bc_v_d29/3d756926da70b34e5602af17a34ae441/response.png'], ['./imagens/5110d9bc_v_d44/049be9bd78895665204abca1b67f8666/response.png', './imagens/5110d9bc_v_d44/443e3ccee57c4ab591010035b09ff958/response.png', './imagens/5110d9bc_v_d44/3ef97c5b227aa3342436054cadb78687/response.png'], ['./imagens/5110d9bc_v_d64/464bece673134f2cd404e756049c6d1a/response.png', './imagens/5110d9bc_v_d64/ab7b1b3686958023c7a9d03a06cd1b78/response.png']]","['./processadas/mascara_5110d9bc_v_d29.png', './processadas/mascara_5110d9bc_v_d44.png', './processadas/mascara_5110d9bc_v_d64.png']"
3142,aveia,3328ddbc_v,3328ddbc_rgb,2024-06-21,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_AVEIA/AVEIA_517935548-1_plantio_21-06-24_colheita_01-10-24.kml,0.0,"[['./imagens/3328ddbc_v_d29/53f5860225dc3b829becba662b2ba114/response.png'], ['./imagens/3328ddbc_v_d44/75fc6fc62d9f46c94dd5c1ff77e6d453/response.png'], ['./imagens/3328ddbc_v_d64/b1468c8659a0585b362a7a8f3eb18b3d/response.png', './imagens/3328ddbc_v_d64/a9091348e31c11fe49a654a1f072ec00/response.png']]","['./processadas/mascara_3328ddbc_v_d29.png', './processadas/mascara_3328ddbc_v_d44.png', './processadas/mascara_3328ddbc_v_d64.png']"
