cultura,ref_infra_v,ref_rgb,data,mes,path
feijão,a0333f82_v,a0333f82_rgb,2024-02-15,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517309226-1_plantio_15-02-24_colheita_20-05-24.kml
feijão,b441ae3d_v,b441ae3d_rgb,2024-03-05,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517440121-1_plantio_05-03-24_colheita_19-05-24.kml
feijão,34f198cd_v,34f198cd_rgb,2024-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518465505-1_plantio_20-09-24_colheita_14-12-24.kml
feijão,3df290b3_v,3df290b3_rgb,2025-01-25,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518516892-1_plantio_25-01-25_colheita_10-05-25.kml
feijão,2e8bffbd_v,2e8bffbd_rgb,2024-09-25,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518453204-1_plantio_25-09-24_colheita_26-12-24.kml
feijão,6094368c_v,6094368c_rgb,2024-02-01,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517406497-1_plantio_01-02-24_colheita_01-05-24.kml
feijão,a374840c_v,a374840c_rgb,2024-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518039533-1_plantio_20-09-24_colheita_14-12-24.kml
feijão,2be36dcf_v,2be36dcf_rgb,2024-09-05,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518529531-1_plantio_05-09-24_colheita_10-12-24.kml
feijão,73c17c81_v,73c17c81_rgb,2024-09-30,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518743424-1_plantio_30-09-24_colheita_25-12-24.kml
feijão,f607eb67_v,f607eb67_rgb,2025-02-05,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519213347-1_plantio_05-02-25_colheita_01-05-25.kml
feijão,80278f92_v,80278f92_rgb,2024-02-10,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517459605-1_plantio_10-02-24_colheita_10-05-24.kml
feijão,7bc013aa_v,7bc013aa_rgb,2024-05-28,5,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517465885-1_plantio_28-05-24_colheita_20-09-24.kml
feijão,b1179bad_v,b1179bad_rgb,2025-02-10,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519503158-1_plantio_10-02-25_colheita_25-05-25.kml
feijão,944861e6_v,944861e6_rgb,2025-03-05,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519303237-1_plantio_05-03-25_colheita_24-05-25.kml
feijão,363894f8_v,363894f8_rgb,2024-02-15,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517370469-1_plantio_15-02-24_colheita_15-05-24.kml
feijão,8724a0f3_v,8724a0f3_rgb,2024-02-10,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517456152-1_plantio_10-02-24_colheita_25-05-24.kml
feijão,dd3d0aa6_v,dd3d0aa6_rgb,2024-02-28,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517466216-1_plantio_28-02-24_colheita_13-05-24.kml
feijão,264998b7_v,264998b7_rgb,2024-12-10,12,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519050500-1_plantio_10-12-24_colheita_14-03-25.kml
feijão,66fadfd1_v,66fadfd1_rgb,2024-02-11,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517508556-1_plantio_11-02-24_colheita_20-05-24.kml
feijão,f498806a_v,f498806a_rgb,2024-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518626271-1_plantio_15-09-24_colheita_20-03-25.kml
feijão,c028c526_v,c028c526_rgb,2025-02-15,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518792465-1_plantio_15-02-25_colheita_15-05-25.kml
feijão,70d2055b_v,70d2055b_rgb,2024-02-18,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517467877-1_plantio_18-02-24_colheita_10-05-24.kml
feijão,99b6c427_v,99b6c427_rgb,2024-09-25,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518349137-1_plantio_25-09-24_colheita_19-12-24.kml
feijão,0bcd22a2_v,0bcd22a2_rgb,2024-09-24,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518864535-1_plantio_24-09-24_colheita_13-12-24.kml
feijão,68c25042_v,68c25042_rgb,2024-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518657740-1_plantio_01-10-24_colheita_04-01-25.kml
feijão,1fc8cd0a_v,1fc8cd0a_rgb,2024-02-17,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517269430-1_plantio_17-02-24_colheita_01-06-24.kml
feijão,2703de89_v,2703de89_rgb,2025-01-20,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519258031-1_plantio_20-01-25_colheita_20-04-25.kml
feijão,2b98544f_v,2b98544f_rgb,2024-02-23,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517430184-1_plantio_23-02-24_colheita_07-06-24.kml
feijão,b6d2d677_v,b6d2d677_rgb,2024-09-02,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517980785-1_plantio_02-09-24_colheita_25-11-24.kml
feijão,67c1fcb2_v,67c1fcb2_rgb,2024-01-17,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517302808-1_plantio_17-01-24_colheita_01-05-24.kml
feijão,c020f0f7_v,c020f0f7_rgb,2025-01-08,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519070676-1_plantio_08-01-25_colheita_03-04-25.kml
feijão,36303e8e_v,36303e8e_rgb,2024-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518396813-1_plantio_01-09-24_colheita_01-12-24.kml
feijão,4efb4c03_v,4efb4c03_rgb,2024-01-31,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517386872-1_plantio_31-01-24_colheita_15-04-24.kml
feijão,0b6280c8_v,0b6280c8_rgb,2024-10-02,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517704784-1_plantio_02-10-24_colheita_10-12-24.kml
feijão,2cb2ece4_v,2cb2ece4_rgb,2024-03-01,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517598733-1_plantio_01-03-24_colheita_15-05-24.kml
feijão,eaf65a4e_v,eaf65a4e_rgb,2024-02-08,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517416190-1_plantio_08-02-24_colheita_28-05-24.kml
feijão,56d27f84_v,56d27f84_rgb,2024-02-25,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517539343-1_plantio_25-02-24_colheita_20-05-24.kml
feijão,a76196a3_v,a76196a3_rgb,2024-02-25,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517542107-1_plantio_25-02-24_colheita_20-05-24.kml
feijão,eb402df9_v,eb402df9_rgb,2024-10-10,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518571948-1_plantio_10-10-24_colheita_10-02-25.kml
feijão,8ec1d433_v,8ec1d433_rgb,2025-02-25,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519571062-1_plantio_25-02-25_colheita_15-05-25.kml
feijão,d6adbfa3_v,d6adbfa3_rgb,2024-02-20,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517458645-1_plantio_20-02-24_colheita_23-05-24.kml
feijão,25f0d199_v,25f0d199_rgb,2025-02-28,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519524572-1_plantio_28-02-25_colheita_24-05-25.kml
feijão,331bd72a_v,331bd72a_rgb,2024-01-25,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517347578-1_plantio_25-01-24_colheita_09-05-24.kml
feijão,b8e489b0_v,b8e489b0_rgb,2024-09-19,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518518311-1_plantio_19-09-24_colheita_03-12-24.kml
feijão,b527b32d_v,b527b32d_rgb,2024-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518481678-1_plantio_01-09-24_colheita_01-12-24.kml
feijão,24ed3ecb_v,24ed3ecb_rgb,2024-09-16,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518386970-1_plantio_16-09-24_colheita_10-12-24.kml
feijão,1a6ccb57_v,1a6ccb57_rgb,2024-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518283455-1_plantio_20-09-24_colheita_26-12-24.kml
feijão,454776a0_v,454776a0_rgb,2025-01-31,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519423939-1_plantio_31-01-25_colheita_05-05-25.kml
feijão,e2d46f8f_v,e2d46f8f_rgb,2025-02-26,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519230428-1_plantio_26-02-25_colheita_01-06-25.kml
feijão,3b4b7e36_v,3b4b7e36_rgb,2024-02-25,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517464006-1_plantio_25-02-24_colheita_09-06-24.kml
feijão,d3c77782_v,d3c77782_rgb,2025-10-20,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_520281620-1_plantio_20-10-25_colheita_29-12-25.kml
feijão,07bd227a_v,07bd227a_rgb,2024-02-19,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517471337-1_plantio_19-02-24_colheita_20-05-24.kml
feijão,25c07ee9_v,25c07ee9_rgb,2025-02-18,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519304173-1_plantio_18-02-25_colheita_25-05-25.kml
feijão,1bd87066_v,1bd87066_rgb,2024-02-12,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517487733-1_plantio_12-02-24_colheita_13-05-24.kml
feijão,e204e442_v,e204e442_rgb,2024-02-21,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517302470-1_plantio_21-02-24_colheita_28-05-24.kml
feijão,bbe9c263_v,bbe9c263_rgb,2024-02-20,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517317856-1_plantio_20-02-24_colheita_20-05-24.kml
feijão,32117805_v,32117805_rgb,2024-02-05,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517409753-1_plantio_05-02-24_colheita_20-05-24.kml
feijão,24981d4f_v,24981d4f_rgb,2024-09-05,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518578671-1_plantio_05-09-24_colheita_29-11-24.kml
feijão,1c3d1a80_v,1c3d1a80_rgb,2024-09-10,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518639499-1_plantio_10-09-24_colheita_10-12-24.kml
feijão,b22c8e32_v,b22c8e32_rgb,2024-02-28,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517395652-1_plantio_28-02-24_colheita_15-05-24.kml
feijão,1db6c01e_v,1db6c01e_rgb,2024-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518856016-1_plantio_01-10-24_colheita_15-12-24.kml
feijão,b993afe1_v,b993afe1_rgb,2024-02-10,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517300331-1_plantio_10-02-24_colheita_10-05-24.kml
feijão,aca29649_v,aca29649_rgb,2024-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518721241-1_plantio_01-10-24_colheita_18-01-25.kml
feijão,9679f6cc_v,9679f6cc_rgb,2025-09-11,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_520275360-1_plantio_11-09-25_colheita_30-11-25.kml
feijão,0e518ddc_v,0e518ddc_rgb,2024-03-18,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517650386-1_plantio_18-03-24_colheita_15-05-24.kml
feijão,f3f398e6_v,f3f398e6_rgb,2024-01-27,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517394413-1_plantio_27-01-24_colheita_15-05-24.kml
feijão,cd281304_v,cd281304_rgb,2024-01-26,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517341628-1_plantio_26-01-24_colheita_15-05-24.kml
feijão,12999e00_v,12999e00_rgb,2024-12-01,12,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518367778-1_plantio_01-12-24_colheita_01-03-25.kml
feijão,064f544c_v,064f544c_rgb,2024-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518462016-1_plantio_01-10-24_colheita_01-02-25.kml
feijão,2777a51d_v,2777a51d_rgb,2025-02-20,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519612518-1_plantio_20-02-25_colheita_16-05-25.kml
feijão,69a73533_v,69a73533_rgb,2024-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518538584-1_plantio_15-09-24_colheita_16-12-24.kml
feijão,ad5d1225_v,ad5d1225_rgb,2025-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_520265996-1_plantio_20-09-25_colheita_20-12-25.kml
feijão,526e13c3_v,526e13c3_rgb,2024-10-10,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518856401-1_plantio_10-10-24_colheita_10-01-25.kml
feijão,eba05c92_v,eba05c92_rgb,2024-03-01,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517269257-1_plantio_01-03-24_colheita_10-06-24.kml
feijão,dbb7dfe8_v,dbb7dfe8_rgb,2025-02-20,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518740902-1_plantio_20-02-25_colheita_16-05-25.kml
feijão,ac77e9ed_v,ac77e9ed_rgb,2024-02-04,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517259885-1_plantio_04-02-24_colheita_29-04-24.kml
feijão,60649345_v,60649345_rgb,2024-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518166072-1_plantio_01-09-24_colheita_15-12-24.kml
feijão,9c17d338_v,9c17d338_rgb,2024-09-09,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518369765-1_plantio_09-09-24_colheita_05-12-24.kml
feijão,cb3f1e29_v,cb3f1e29_rgb,2024-09-03,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518837794-1_plantio_03-09-24_colheita_27-11-24.kml
feijão,1916f88b_v,1916f88b_rgb,2024-09-10,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517996792-1_plantio_10-09-24_colheita_10-12-24.kml
feijão,e53ca858_v,e53ca858_rgb,2024-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518226050-1_plantio_15-09-24_colheita_15-12-24.kml
feijão,5a006cdf_v,5a006cdf_rgb,2024-02-27,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517517388-1_plantio_27-02-24_colheita_10-05-24.kml
feijão,c9f5063b_v,c9f5063b_rgb,2024-01-20,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517302532-1_plantio_20-01-24_colheita_15-04-24.kml
feijão,949a7eda_v,949a7eda_rgb,2024-03-10,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517339511-1_plantio_10-03-24_colheita_24-05-24.kml
feijão,1774bd5c_v,1774bd5c_rgb,2024-03-18,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517534620-1_plantio_18-03-24_colheita_01-06-24.kml
feijão,56e8d780_v,56e8d780_rgb,2024-09-21,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518436152-1_plantio_21-09-24_colheita_21-11-24.kml
feijão,3fce73bf_v,3fce73bf_rgb,2024-10-05,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518742966-1_plantio_05-10-24_colheita_20-12-24.kml
feijão,33bd1e33_v,33bd1e33_rgb,2024-02-19,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517482142-1_plantio_19-02-24_colheita_14-05-24.kml
feijão,ee26acac_v,ee26acac_rgb,2024-09-10,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518283552-1_plantio_10-09-24_colheita_21-12-24.kml
feijão,dbefc1f7_v,dbefc1f7_rgb,2024-02-17,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517455642-1_plantio_17-02-24_colheita_16-05-24.kml
feijão,fbaae706_v,fbaae706_rgb,2024-02-28,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517563569-1_plantio_28-02-24_colheita_02-06-24.kml
feijão,2d719391_v,2d719391_rgb,2025-02-18,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519207999-1_plantio_18-02-25_colheita_14-05-25.kml
feijão,55f18bb2_v,55f18bb2_rgb,2024-01-30,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517392697-1_plantio_30-01-24_colheita_15-05-24.kml
feijão,71769abb_v,71769abb_rgb,2024-03-10,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517265490-1_plantio_10-03-24_colheita_29-05-24.kml
feijão,0a708d78_v,0a708d78_rgb,2025-02-26,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519564199-1_plantio_26-02-25_colheita_25-05-25.kml
feijão,a73eca9d_v,a73eca9d_rgb,2025-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519838547-1_plantio_01-10-25_colheita_25-12-25.kml
feijão,52cd0fee_v,52cd0fee_rgb,2024-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518427897-1_plantio_01-09-24_colheita_12-11-24.kml
feijão,877130ba_v,877130ba_rgb,2024-10-22,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518414794-1_plantio_22-10-24_colheita_15-01-25.kml
feijão,73108555_v,73108555_rgb,2025-03-08,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519449867-1_plantio_08-03-25_colheita_01-06-25.kml
feijão,9131d194_v,9131d194_rgb,2025-02-10,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519479211-1_plantio_10-02-25_colheita_20-05-25.kml
feijão,142ea837_v,142ea837_rgb,2024-02-15,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517280500-1_plantio_15-02-24_colheita_15-05-24.kml
feijão,c894e500_v,c894e500_rgb,2024-02-15,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517258248-1_plantio_15-02-24_colheita_10-06-24.kml
feijão,491d194c_v,491d194c_rgb,2024-02-10,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517292205-1_plantio_10-02-24_colheita_15-05-24.kml
feijão,f9653bbd_v,f9653bbd_rgb,2024-02-29,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517519203-1_plantio_29-02-24_colheita_13-06-24.kml
feijão,371807eb_v,371807eb_rgb,2024-08-21,8,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517979727-1_plantio_21-08-24_colheita_21-11-24.kml
feijão,b290ec4c_v,b290ec4c_rgb,2025-02-05,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519297429-1_plantio_05-02-25_colheita_21-04-25.kml
feijão,11b8d8eb_v,11b8d8eb_rgb,2025-03-01,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519350344-1_plantio_01-03-25_colheita_15-05-25.kml
feijão,52523687_v,52523687_rgb,2025-09-21,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_520322820-1_plantio_21-09-25_colheita_20-12-25.kml
feijão,e2c23d8d_v,e2c23d8d_rgb,2024-10-23,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518620915-1_plantio_23-10-24_colheita_06-01-25.kml
feijão,8d169163_v,8d169163_rgb,2025-01-31,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519434889-1_plantio_31-01-25_colheita_26-04-25.kml
feijão,2d25c43b_v,2d25c43b_rgb,2025-02-15,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519181278-1_plantio_15-02-25_colheita_15-05-25.kml
feijão,987a3f2e_v,987a3f2e_rgb,2024-02-10,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517335358-1_plantio_10-02-24_colheita_15-06-24.kml
feijão,f4a9f778_v,f4a9f778_rgb,2025-02-16,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519203192-1_plantio_16-02-25_colheita_20-05-25.kml
feijão,599aad52_v,599aad52_rgb,2024-09-11,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518115881-1_plantio_11-09-24_colheita_07-12-24.kml
feijão,0007efbf_v,0007efbf_rgb,2024-10-06,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518802463-1_plantio_06-10-24_colheita_15-01-25.kml
feijão,da2a57fa_v,da2a57fa_rgb,2024-02-14,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517572288-1_plantio_14-02-24_colheita_29-05-24.kml
feijão,41d192ab_v,41d192ab_rgb,2025-02-18,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519546044-1_plantio_18-02-25_colheita_20-05-25.kml
feijão,bb3c73c0_v,bb3c73c0_rgb,2024-02-10,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517426093-1_plantio_10-02-24_colheita_10-05-24.kml
feijão,c0dbae09_v,c0dbae09_rgb,2024-02-10,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517411837-1_plantio_10-02-24_colheita_15-06-24.kml
feijão,206dc2a2_v,206dc2a2_rgb,2025-02-23,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519234212-1_plantio_23-02-25_colheita_20-05-25.kml
feijão,e7c1d45b_v,e7c1d45b_rgb,2024-02-20,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517394776-1_plantio_20-02-24_colheita_20-05-24.kml
feijão,8c83d65e_v,8c83d65e_rgb,2024-11-30,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518735049-1_plantio_30-11-24_colheita_20-02-25.kml
feijão,44939edc_v,44939edc_rgb,2024-09-22,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518533168-1_plantio_22-09-24_colheita_16-12-24.kml
feijão,27cdd0d9_v,27cdd0d9_rgb,2024-02-15,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517394240-1_plantio_15-02-24_colheita_10-05-24.kml
feijão,9967ba1d_v,9967ba1d_rgb,2025-02-16,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519458931-1_plantio_16-02-25_colheita_20-05-25.kml
feijão,7628bb16_v,7628bb16_rgb,2024-02-01,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517404456-1_plantio_01-02-24_colheita_25-04-24.kml
feijão,6e253b5c_v,6e253b5c_rgb,2024-01-30,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517386017-1_plantio_30-01-24_colheita_14-05-24.kml
feijão,db1df06e_v,db1df06e_rgb,2024-09-21,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518379463-1_plantio_21-09-24_colheita_15-12-24.kml
