kml,data,true,pred,confianca,prob_true,acerto,tempo_seg
TRIGO_517543673-1_plantio_21-05-24_colheita_20-10-24.kml,2024-05-21,TRIGO,TRIGO,92.1,92.1,True,10.0
AVEIA_520018672-1_plantio_10-06-25_colheita_02-11-25.kml,2025-06-10,AVEIA,AVEIA,89.6,89.6,True,10.1
FEIJÃO_518622293-1_plantio_16-02-25_colheita_22-05-25.kml,2025-02-16,FEIJÃO,MILHO,63.0,31.0,False,10.1
FEIJÃO_520198355-1_plantio_01-09-25_colheita_01-12-25.kml,2025-09-01,FEIJÃO,FEIJÃO,82.1,82.1,True,10.1
MILHO_517948360-1_plantio_10-08-24_colheita_28-11-24.kml,2024-08-10,MILHO,MILHO,93.3,93.3,True,10.1
TRIGO_519347220-1_plantio_21-05-25_colheita_28-09-25.kml,2025-05-21,TRIGO,TRIGO,93.6,93.6,True,10.0
MILHO_519014902-1_plantio_20-02-25_colheita_20-07-25.kml,2025-02-20,MILHO,MILHO,91.1,91.1,True,10.1
FEIJÃO_518563122-1_plantio_20-10-24_colheita_07-02-25.kml,2024-10-20,FEIJÃO,SOJA,46.2,43.3,False,10.1
AVEIA_519590888-1_plantio_05-06-25_colheita_25-10-25.kml,2025-06-05,AVEIA,AVEIA,93.0,93.0,True,10.1
MILHO_519458260-1_plantio_06-02-25_colheita_30-05-25.kml,2025-02-06,MILHO,FEIJÃO,70.3,22.1,False,10.1
TRIGO_517560936-1_plantio_21-05-24_colheita_20-10-24.kml,2024-05-21,TRIGO,TRIGO,93.2,93.2,True,10.1
MILHO_518425132-1_plantio_10-10-24_colheita_10-03-25.kml,2024-10-10,MILHO,SOJA,41.9,34.3,False,10.0
FEIJÃO_517272758-1_plantio_22-02-24_colheita_17-05-24.kml,2024-02-22,FEIJÃO,MILHO,75.8,18.3,False,10.1
TRIGO_517895939-1_plantio_10-05-24_colheita_21-08-24.kml,2024-05-10,TRIGO,TRIGO,90.7,90.7,True,10.0
AVEIA_517522365-1_plantio_01-06-24_colheita_19-10-24.kml,2024-06-01,AVEIA,AVEIA,92.5,92.5,True,10.1
TRIGO_519766503-1_plantio_01-06-25_colheita_19-10-25.kml,2025-06-01,TRIGO,TRIGO,93.2,93.2,True,10.1
SOJA_518274072-1_plantio_15-10-24_colheita_17-02-25.kml,2024-10-15,SOJA,SOJA,72.5,72.5,True,10.1
FEIJÃO_518248934-1_plantio_15-09-24_colheita_15-12-24.kml,2024-09-15,FEIJÃO,MILHO,55.2,26.6,False,10.1
SOJA_518560779-1_plantio_20-10-24_colheita_20-03-25.kml,2024-10-20,SOJA,SOJA,86.7,86.7,True,10.0
MILHO_519607678-1_plantio_01-03-25_colheita_01-08-25.kml,2025-03-01,MILHO,MILHO,75.0,75.0,True,10.1
AVEIA_519414963-1_plantio_10-06-25_colheita_10-11-25.kml,2025-06-10,AVEIA,AVEIA,93.5,93.5,True,10.1
FEIJÃO_519259660-1_plantio_27-02-25_colheita_28-05-25.kml,2025-02-27,FEIJÃO,FEIJÃO,48.2,48.2,True,10.1
MILHO_518385800-1_plantio_02-08-24_colheita_01-01-25.kml,2024-08-02,MILHO,MILHO,76.6,76.6,True,10.1
TRIGO_520095723-1_plantio_20-06-25_colheita_20-10-25.kml,2025-06-20,TRIGO,TRIGO,91.2,91.2,True,10.1
TRIGO_517955643-1_plantio_01-06-24_colheita_10-10-24.kml,2024-06-01,TRIGO,TRIGO,88.1,88.1,True,10.0
TRIGO_517628110-1_plantio_15-06-24_colheita_15-10-24.kml,2024-06-15,TRIGO,TRIGO,92.8,92.8,True,10.1
SOJA_519212046-1_plantio_20-11-24_colheita_20-03-25.kml,2024-11-20,SOJA,SOJA,89.5,89.5,True,10.1
MILHO_518354104-1_plantio_22-09-24_colheita_01-02-25.kml,2024-09-22,MILHO,FEIJÃO,77.4,12.8,False,10.1
MILHO_520121352-1_plantio_25-08-25_colheita_23-12-25.kml,2025-08-25,MILHO,MILHO,79.8,79.8,True,10.0
AVEIA_517676724-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,TRIGO,93.5,1.7,False,10.1
TRIGO_517467988-1_plantio_01-06-24_colheita_09-10-24.kml,2024-06-01,TRIGO,TRIGO,93.4,93.4,True,10.1
TRIGO_519928568-1_plantio_15-06-25_colheita_19-10-25.kml,2025-06-15,TRIGO,TRIGO,92.6,92.6,True,10.1
FEIJÃO_517377455-1_plantio_15-02-24_colheita_15-05-24.kml,2024-02-15,FEIJÃO,MILHO,61.0,31.3,False,10.1
MILHO_519745737-1_plantio_01-05-25_colheita_01-10-25.kml,2025-05-01,MILHO,MILHO,54.6,54.6,True,10.1
FEIJÃO_520014532-1_plantio_26-09-25_colheita_15-12-25.kml,2025-09-26,FEIJÃO,SOJA,73.9,17.3,False,10.1
MILHO_518564781-2_plantio_05-09-24_colheita_15-03-25.kml,2024-09-05,MILHO,MILHO,91.6,91.6,True,10.0
FEIJÃO_518371142-1_plantio_29-10-24_colheita_22-01-25.kml,2024-10-29,FEIJÃO,SOJA,39.2,29.2,False,10.1
FEIJÃO_517454820-1_plantio_01-03-24_colheita_01-05-24.kml,2024-03-01,FEIJÃO,FEIJÃO,91.2,91.2,True,10.0
MILHO_518099154-1_plantio_05-09-24_colheita_03-01-25.kml,2024-09-05,MILHO,SOJA,47.5,40.8,False,10.1
FEIJÃO_517299604-1_plantio_22-01-24_colheita_06-05-24.kml,2024-01-22,FEIJÃO,MILHO,45.4,40.1,False,10.1
FEIJÃO_519410108-1_plantio_25-02-25_colheita_15-05-25.kml,2025-02-25,FEIJÃO,MILHO,84.7,10.3,False,10.0
FEIJÃO_517474660-1_plantio_07-02-24_colheita_12-04-24.kml,2024-02-07,FEIJÃO,MILHO,92.7,3.6,False,10.1
AVEIA_517471621-1_plantio_15-06-24_colheita_02-11-24.kml,2024-06-15,AVEIA,AVEIA,92.4,92.4,True,10.1
TRIGO_517632397-1_plantio_21-05-24_colheita_01-11-24.kml,2024-05-21,TRIGO,TRIGO,92.9,92.9,True,10.1
FEIJÃO_518493847-1_plantio_03-09-24_colheita_10-12-24.kml,2024-09-03,FEIJÃO,FEIJÃO,75.0,75.0,True,10.1
SOJA_518405568-1_plantio_20-11-24_colheita_15-04-25.kml,2024-11-20,SOJA,SOJA,81.7,81.7,True,10.1
AVEIA_517360584-1_plantio_01-06-24_colheita_19-10-24.kml,2024-06-01,AVEIA,AVEIA,93.2,93.2,True,10.1
TRIGO_517693986-1_plantio_01-06-24_colheita_25-10-24.kml,2024-06-01,TRIGO,TRIGO,93.1,93.1,True,10.1
TRIGO_520113588-1_plantio_05-06-25_colheita_25-10-25.kml,2025-06-05,TRIGO,TRIGO,91.8,91.8,True,10.1
SOJA_518648671-1_plantio_20-10-24_colheita_20-03-25.kml,2024-10-20,SOJA,SOJA,40.8,40.8,True,10.1
SOJA_518224506-1_plantio_15-09-24_colheita_15-03-25.kml,2024-09-15,SOJA,MILHO,46.9,29.7,False,10.1
FEIJÃO_519058891-1_plantio_25-02-25_colheita_21-05-25.kml,2025-02-25,FEIJÃO,FEIJÃO,55.8,55.8,True,10.1
SOJA_520283496-1_plantio_23-11-25_colheita_20-03-26.kml,2025-11-23,SOJA,SOJA,68.1,68.1,True,10.1
MILHO_519139453-1_plantio_10-11-24_colheita_01-04-25.kml,2024-11-10,MILHO,MILHO,86.5,86.5,True,10.1
TRIGO_517849078-1_plantio_22-05-24_colheita_30-09-24.kml,2024-05-22,TRIGO,TRIGO,91.4,91.4,True,10.1
AVEIA_517690232-1_plantio_15-06-24_colheita_20-10-24.kml,2024-06-15,AVEIA,AVEIA,90.9,90.9,True,10.0
SOJA_519251596-1_plantio_22-11-24_colheita_20-03-25.kml,2024-11-22,SOJA,SOJA,81.4,81.4,True,10.1
FEIJÃO_518273753-1_plantio_01-09-24_colheita_20-12-24.kml,2024-09-01,FEIJÃO,FEIJÃO,77.5,77.5,True,10.1
TRIGO_517839368-1_plantio_16-06-24_colheita_24-10-24.kml,2024-06-16,TRIGO,TRIGO,82.8,82.8,True,10.1
MILHO_518267327-1_plantio_20-08-24_colheita_01-01-25.kml,2024-08-20,MILHO,MILHO,77.1,77.1,True,10.1
TRIGO_517869620-1_plantio_25-05-24_colheita_15-10-24.kml,2024-05-25,TRIGO,TRIGO,93.3,93.3,True,10.1
MILHO_518556164-1_plantio_21-08-24_colheita_06-01-25.kml,2024-08-21,MILHO,MILHO,81.2,81.2,True,10.1
SOJA_518242180-1_plantio_15-12-24_colheita_30-04-25.kml,2024-12-15,SOJA,SOJA,78.7,78.7,True,10.0
FEIJÃO_519287079-1_plantio_19-01-25_colheita_19-04-25.kml,2025-01-19,FEIJÃO,FEIJÃO,72.3,72.3,True,10.1
TRIGO_517826134-1_plantio_01-06-24_colheita_25-10-24.kml,2024-06-01,TRIGO,TRIGO,92.5,92.5,True,10.1
FEIJÃO_517292550-1_plantio_15-02-24_colheita_15-05-24.kml,2024-02-15,FEIJÃO,MILHO,66.2,27.6,False,10.0
SOJA_519937980-1_plantio_01-10-25_colheita_01-02-26.kml,2025-10-01,SOJA,SOJA,93.5,93.5,True,10.1
SOJA_518912096-1_plantio_15-11-24_colheita_10-04-25.kml,2024-11-15,SOJA,SOJA,89.3,89.3,True,10.1
FEIJÃO_517260136-1_plantio_25-02-24_colheita_25-05-24.kml,2024-02-25,FEIJÃO,FEIJÃO,79.1,79.1,True,10.1
SOJA_518694086-1_plantio_16-09-24_colheita_15-01-25.kml,2024-09-16,SOJA,MILHO,56.8,19.1,False,10.1
SOJA_520100936-1_plantio_25-11-25_colheita_10-04-26.kml,2025-11-25,SOJA,SOJA,63.4,63.4,True,10.1
AVEIA_519644689-1_plantio_05-06-25_colheita_10-10-25.kml,2025-06-05,AVEIA,AVEIA,93.1,93.1,True,10.0
FEIJÃO_519504341-1_plantio_26-02-25_colheita_05-06-25.kml,2025-02-26,FEIJÃO,FEIJÃO,90.2,90.2,True,10.1
SOJA_518569905-1_plantio_01-11-24_colheita_10-03-25.kml,2024-11-01,SOJA,SOJA,92.0,92.0,True,10.1
FEIJÃO_518716917-1_plantio_16-12-24_colheita_17-01-25.kml,2024-12-16,FEIJÃO,SOJA,41.0,27.3,False,10.1
TRIGO_519563036-1_plantio_05-06-25_colheita_10-10-25.kml,2025-06-05,TRIGO,TRIGO,93.2,93.2,True,10.1
SOJA_518499140-1_plantio_10-10-24_colheita_20-02-25.kml,2024-10-10,SOJA,SOJA,75.5,75.5,True,10.1
MILHO_519103345-1_plantio_10-12-24_colheita_01-05-25.kml,2024-12-10,MILHO,SOJA,46.0,25.6,False,10.1
AVEIA_518202600-1_plantio_01-07-24_colheita_01-11-24.kml,2024-07-01,AVEIA,AVEIA,79.8,79.8,True,10.1
MILHO_517421986-1_plantio_30-05-24_colheita_29-11-24.kml,2024-05-30,MILHO,MILHO,87.7,87.7,True,10.1
AVEIA_517468788-1_plantio_01-06-24_colheita_09-10-24.kml,2024-06-01,AVEIA,AVEIA,93.2,93.2,True,10.0
AVEIA_518188772-1_plantio_26-06-24_colheita_25-10-24.kml,2024-06-26,AVEIA,AVEIA,92.6,92.6,True,10.1
TRIGO_517743795-1_plantio_20-05-24_colheita_27-09-24.kml,2024-05-20,TRIGO,TRIGO,91.9,91.9,True,10.1
TRIGO_517453341-1_plantio_20-05-24_colheita_20-10-24.kml,2024-05-20,TRIGO,TRIGO,91.5,91.5,True,10.1
TRIGO_519444779-1_plantio_25-05-25_colheita_10-10-25.kml,2025-05-25,TRIGO,TRIGO,92.8,92.8,True,10.1
SOJA_518842625-1_plantio_25-10-24_colheita_10-03-25.kml,2024-10-25,SOJA,MILHO,42.0,36.8,False,10.1
SOJA_518472395-1_plantio_10-11-24_colheita_20-03-25.kml,2024-11-10,SOJA,MILHO,56.7,26.2,False,10.1
FEIJÃO_517259651-1_plantio_15-02-24_colheita_30-05-24.kml,2024-02-15,FEIJÃO,FEIJÃO,47.8,47.8,True,10.1
TRIGO_520110757-1_plantio_16-06-25_colheita_01-10-25.kml,2025-06-16,TRIGO,TRIGO,91.4,91.4,True,10.1
MILHO_519765474-1_plantio_20-04-25_colheita_01-12-25.kml,2025-04-20,MILHO,MILHO,95.0,95.0,True,10.1
FEIJÃO_519352050-1_plantio_16-01-25_colheita_10-04-25.kml,2025-01-16,FEIJÃO,MILHO,47.8,40.4,False,10.1
TRIGO_517455692-1_plantio_15-06-24_colheita_28-10-24.kml,2024-06-15,TRIGO,TRIGO,92.9,92.9,True,10.1
FEIJÃO_517295117-1_plantio_20-01-24_colheita_20-05-24.kml,2024-01-20,FEIJÃO,FEIJÃO,68.9,68.9,True,10.1
AVEIA_517638689-1_plantio_20-06-24_colheita_28-09-24.kml,2024-06-20,AVEIA,AVEIA,90.8,90.8,True,10.0
SOJA_518585079-1_plantio_20-09-24_colheita_10-01-25.kml,2024-09-20,SOJA,FEIJÃO,87.6,3.5,False,10.1
AVEIA_517480832-1_plantio_01-06-24_colheita_24-10-24.kml,2024-06-01,AVEIA,TRIGO,93.6,1.5,False,10.0
SOJA_520338177-1_plantio_20-09-25_colheita_20-02-26.kml,2025-09-20,SOJA,MILHO,69.3,7.1,False,10.1
MILHO_520240578-1_plantio_21-08-25_colheita_10-12-25.kml,2025-08-21,MILHO,MILHO,77.7,77.7,True,10.1
TRIGO_518001193-1_plantio_30-05-24_colheita_22-09-24.kml,2024-05-30,TRIGO,TRIGO,93.1,93.1,True,10.1
SOJA_518077765-1_plantio_10-10-24_colheita_20-02-25.kml,2024-10-10,SOJA,SOJA,92.9,92.9,True,10.3
MILHO_518061105-1_plantio_15-08-24_colheita_15-01-25.kml,2024-08-15,MILHO,MILHO,89.6,89.6,True,10.1
MILHO_518262682-1_plantio_20-09-24_colheita_28-01-25.kml,2024-09-20,MILHO,MILHO,69.1,69.1,True,10.1
SOJA_518725834-1_plantio_15-11-24_colheita_15-03-25.kml,2024-11-15,SOJA,SOJA,89.3,89.3,True,10.1
SOJA_518102094-1_plantio_15-10-24_colheita_22-02-25.kml,2024-10-15,SOJA,SOJA,92.7,92.7,True,20.3
AVEIA_517784539-1_plantio_21-05-24_colheita_20-10-24.kml,2024-05-21,AVEIA,AVEIA,92.4,92.4,True,10.1
TRIGO_517378043-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,TRIGO,TRIGO,93.4,93.4,True,10.1
FEIJÃO_518880185-1_plantio_25-01-25_colheita_20-04-25.kml,2025-01-25,FEIJÃO,FEIJÃO,44.6,44.6,True,10.1
AVEIA_517890168-1_plantio_25-05-24_colheita_15-10-24.kml,2024-05-25,AVEIA,AVEIA,93.5,93.5,True,10.1
TRIGO_518028031-1_plantio_06-06-24_colheita_04-10-24.kml,2024-06-06,TRIGO,TRIGO,90.4,90.4,True,10.1
AVEIA_517560875-1_plantio_21-05-24_colheita_01-10-24.kml,2024-05-21,AVEIA,AVEIA,92.9,92.9,True,10.1
TRIGO_517841008-1_plantio_05-06-24_colheita_01-10-24.kml,2024-06-05,TRIGO,TRIGO,93.1,93.1,True,10.1
SOJA_518801759-1_plantio_03-11-24_colheita_10-03-25.kml,2024-11-03,SOJA,SOJA,88.5,88.5,True,10.1
AVEIA_519830052-1_plantio_12-05-25_colheita_29-09-25.kml,2025-05-12,AVEIA,AVEIA,93.0,93.0,True,10.1
TRIGO_517564355-1_plantio_20-06-24_colheita_10-11-24.kml,2024-06-20,TRIGO,TRIGO,92.6,92.6,True,10.1
FEIJÃO_517425705-1_plantio_01-02-24_colheita_10-05-24.kml,2024-02-01,FEIJÃO,FEIJÃO,91.9,91.9,True,10.1
SOJA_520116378-1_plantio_22-11-25_colheita_15-03-26.kml,2025-11-22,SOJA,SOJA,90.2,90.2,True,10.1
FEIJÃO_518659284-1_plantio_15-09-24_colheita_15-12-24.kml,2024-09-15,FEIJÃO,SOJA,68.1,6.4,False,10.0
FEIJÃO_518761838-1_plantio_23-09-24_colheita_01-12-24.kml,2024-09-23,FEIJÃO,FEIJÃO,46.5,46.5,True,10.1
MILHO_518326117-1_plantio_11-08-24_colheita_01-02-25.kml,2024-08-11,MILHO,MILHO,84.5,84.5,True,10.1
MILHO_520192176-1_plantio_21-08-25_colheita_01-01-26.kml,2025-08-21,MILHO,MILHO,91.9,91.9,True,10.1
TRIGO_519935464-1_plantio_01-06-25_colheita_01-10-25.kml,2025-06-01,TRIGO,TRIGO,92.2,92.2,True,10.1
MILHO_519958962-1_plantio_25-08-25_colheita_13-12-25.kml,2025-08-25,MILHO,MILHO,80.4,80.4,True,10.1
AVEIA_517879408-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,AVEIA,93.1,93.1,True,10.0
SOJA_517349436-1_plantio_21-01-24_colheita_27-05-24.kml,2024-01-21,SOJA,FEIJÃO,49.9,16.6,False,10.0
SOJA_520307203-1_plantio_01-10-25_colheita_01-02-26.kml,2025-10-01,SOJA,SOJA,73.7,73.7,True,10.1
FEIJÃO_519514583-1_plantio_11-02-25_colheita_30-04-25.kml,2025-02-11,FEIJÃO,FEIJÃO,93.0,93.0,True,10.1
SOJA_518584574-1_plantio_20-11-24_colheita_10-04-25.kml,2024-11-20,SOJA,SOJA,88.7,88.7,True,10.1
SOJA_520268231-1_plantio_01-11-25_colheita_01-03-26.kml,2025-11-01,SOJA,SOJA,92.2,92.2,True,10.1
TRIGO_519774893-1_plantio_01-06-25_colheita_15-10-25.kml,2025-06-01,TRIGO,TRIGO,92.5,92.5,True,10.1
TRIGO_517538375-1_plantio_30-05-24_colheita_30-09-24.kml,2024-05-30,TRIGO,TRIGO,93.4,93.4,True,10.1
SOJA_520268029-1_plantio_01-10-25_colheita_01-04-26.kml,2025-10-01,SOJA,SOJA,56.2,56.2,True,10.1
MILHO_517320599-1_plantio_20-02-24_colheita_20-07-24.kml,2024-02-20,MILHO,FEIJÃO,67.5,25.9,False,10.1
TRIGO_519965679-1_plantio_01-06-25_colheita_19-10-25.kml,2025-06-01,TRIGO,TRIGO,93.3,93.3,True,10.0
FEIJÃO_518742048-1_plantio_08-10-24_colheita_09-01-25.kml,2024-10-08,FEIJÃO,SOJA,70.5,12.3,False,30.1
SOJA_519066557-1_plantio_25-11-24_colheita_01-04-25.kml,2024-11-25,SOJA,SOJA,68.5,68.5,True,30.1
SOJA_518667850-2_plantio_01-11-24_colheita_01-04-25.kml,2024-11-01,SOJA,SOJA,89.4,89.4,True,30.1
AVEIA_519895003-1_plantio_01-06-25_colheita_01-10-25.kml,2025-06-01,AVEIA,AVEIA,90.4,90.4,True,30.1
FEIJÃO_519343935-1_plantio_15-01-25_colheita_22-04-25.kml,2025-01-15,FEIJÃO,FEIJÃO,65.7,65.7,True,30.1
FEIJÃO_518818550-1_plantio_30-09-24_colheita_01-01-25.kml,2024-09-30,FEIJÃO,FEIJÃO,47.9,47.9,True,10.1
MILHO_518328926-1_plantio_21-11-24_colheita_01-03-25.kml,2024-11-21,MILHO,SOJA,89.0,3.6,False,10.1
AVEIA_517466432-1_plantio_01-06-24_colheita_15-10-24.kml,2024-06-01,AVEIA,AVEIA,91.5,91.5,True,10.1
MILHO_518419850-1_plantio_01-11-24_colheita_01-03-25.kml,2024-11-01,MILHO,SOJA,79.3,11.8,False,10.0
TRIGO_517956171-1_plantio_20-06-24_colheita_20-10-24.kml,2024-06-20,TRIGO,TRIGO,93.1,93.1,True,20.1
AVEIA_519602577-1_plantio_21-05-25_colheita_23-09-25.kml,2025-05-21,AVEIA,AVEIA,91.9,91.9,True,20.0
MILHO_519079615-1_plantio_11-02-25_colheita_01-08-25.kml,2025-02-11,MILHO,FEIJÃO,50.1,42.7,False,10.1
TRIGO_519804719-1_plantio_15-06-25_colheita_25-10-25.kml,2025-06-15,TRIGO,TRIGO,89.2,89.2,True,10.0
AVEIA_517666345-1_plantio_01-06-24_colheita_22-10-24.kml,2024-06-01,AVEIA,AVEIA,93.4,93.4,True,10.1
AVEIA_517745666-1_plantio_21-05-24_colheita_15-10-24.kml,2024-05-21,AVEIA,AVEIA,93.3,93.3,True,10.1
MILHO_518839570-1_plantio_25-09-24_colheita_01-03-25.kml,2024-09-25,MILHO,FEIJÃO,48.3,28.9,False,10.1
AVEIA_517681337-1_plantio_30-04-24_colheita_02-09-24.kml,2024-04-30,AVEIA,AVEIA,93.5,93.5,True,10.1
SOJA_518158393-1_plantio_02-10-24_colheita_04-02-25.kml,2024-10-02,SOJA,SOJA,82.9,82.9,True,10.1
FEIJÃO_519582847-1_plantio_07-03-25_colheita_21-05-25.kml,2025-03-07,FEIJÃO,MILHO,81.4,13.3,False,10.0
MILHO_517964548-1_plantio_24-05-24_colheita_01-11-24.kml,2024-05-24,MILHO,MILHO,89.8,89.8,True,10.1
AVEIA_519588861-1_plantio_01-06-25_colheita_15-10-25.kml,2025-06-01,AVEIA,AVEIA,93.2,93.2,True,10.0
TRIGO_519760150-1_plantio_10-06-25_colheita_10-10-25.kml,2025-06-10,TRIGO,TRIGO,91.2,91.2,True,10.1
MILHO_520316212-1_plantio_05-09-25_colheita_20-02-26.kml,2025-09-05,MILHO,FEIJÃO,47.0,42.6,False,10.0
FEIJÃO_518818086-1_plantio_24-09-24_colheita_30-12-24.kml,2024-09-24,FEIJÃO,MILHO,68.3,8.2,False,10.1
SOJA_518181955-1_plantio_20-10-24_colheita_15-02-25.kml,2024-10-20,SOJA,SOJA,60.8,60.8,True,10.0
FEIJÃO_518511046-1_plantio_21-08-24_colheita_15-11-24.kml,2024-08-21,FEIJÃO,MILHO,87.9,7.5,False,10.0
FEIJÃO_517527189-1_plantio_17-02-24_colheita_01-05-24.kml,2024-02-17,FEIJÃO,FEIJÃO,75.8,75.8,True,10.0
MILHO_517564036-1_plantio_30-04-24_colheita_01-11-24.kml,2024-04-30,MILHO,MILHO,80.5,80.5,True,10.0
AVEIA_517615227-1_plantio_01-06-24_colheita_15-10-24.kml,2024-06-01,AVEIA,AVEIA,92.5,92.5,True,10.1
MILHO_518492591-1_plantio_20-08-24_colheita_08-12-24.kml,2024-08-20,MILHO,MILHO,83.9,83.9,True,10.1
AVEIA_517642308-1_plantio_21-05-24_colheita_30-09-24.kml,2024-05-21,AVEIA,AVEIA,93.1,93.1,True,10.1
AVEIA_519376856-1_plantio_11-06-25_colheita_01-11-25.kml,2025-06-11,AVEIA,AVEIA,93.1,93.1,True,10.0
TRIGO_517916685-1_plantio_01-06-24_colheita_20-10-24.kml,2024-06-01,TRIGO,TRIGO,92.9,92.9,True,10.0
FEIJÃO_517488896-1_plantio_23-02-24_colheita_24-05-24.kml,2024-02-23,FEIJÃO,FEIJÃO,88.8,88.8,True,10.1
MILHO_517530396-1_plantio_15-06-24_colheita_15-10-24.kml,2024-06-15,MILHO,AVEIA,47.7,30.7,False,10.1
MILHO_518954465-1_plantio_01-11-24_colheita_01-03-25.kml,2024-11-01,MILHO,MILHO,46.2,46.2,True,10.0
SOJA_520060411-1_plantio_01-10-25_colheita_10-02-26.kml,2025-10-01,SOJA,SOJA,51.7,51.7,True,10.1
TRIGO_517700161-1_plantio_28-05-24_colheita_13-10-24.kml,2024-05-28,TRIGO,TRIGO,93.5,93.5,True,10.1
FEIJÃO_520243016-1_plantio_30-09-25_colheita_10-01-26.kml,2025-09-30,FEIJÃO,FEIJÃO,37.1,37.1,True,10.0
FEIJÃO_517380660-1_plantio_27-02-24_colheita_20-05-24.kml,2024-02-27,FEIJÃO,FEIJÃO,48.7,48.7,True,10.1
MILHO_519813273-2_plantio_01-05-25_colheita_01-11-25.kml,2025-05-01,MILHO,MILHO,51.1,51.1,True,10.1
FEIJÃO_517465918-1_plantio_20-02-24_colheita_04-05-24.kml,2024-02-20,FEIJÃO,FEIJÃO,90.9,90.9,True,10.1
MILHO_517786027-1_plantio_01-05-24_colheita_25-10-24.kml,2024-05-01,MILHO,MILHO,95.7,95.7,True,10.1
MILHO_518069925-1_plantio_15-08-24_colheita_15-01-25.kml,2024-08-15,MILHO,MILHO,73.9,73.9,True,10.1
AVEIA_519922352-1_plantio_01-06-25_colheita_30-10-25.kml,2025-06-01,AVEIA,AVEIA,93.4,93.4,True,10.1
SOJA_519958539-1_plantio_25-11-25_colheita_05-03-26.kml,2025-11-25,SOJA,SOJA,51.1,51.1,True,10.1
TRIGO_517945563-1_plantio_12-06-24_colheita_20-10-24.kml,2024-06-12,TRIGO,TRIGO,92.1,92.1,True,10.1
TRIGO_519670868-1_plantio_13-06-25_colheita_12-11-25.kml,2025-06-13,TRIGO,TRIGO,93.1,93.1,True,10.1
TRIGO_517648134-1_plantio_20-05-24_colheita_30-09-24.kml,2024-05-20,TRIGO,TRIGO,92.6,92.6,True,10.1
SOJA_518466381-1_plantio_01-10-24_colheita_01-02-25.kml,2024-10-01,SOJA,SOJA,50.7,50.7,True,10.1
MILHO_520044141-1_plantio_23-08-25_colheita_01-01-26.kml,2025-08-23,MILHO,MILHO,91.4,91.4,True,10.1
MILHO_518853270-1_plantio_11-11-24_colheita_12-05-25.kml,2024-11-11,MILHO,SOJA,44.3,42.5,False,10.1
MILHO_518556125-1_plantio_11-03-25_colheita_20-07-25.kml,2025-03-11,MILHO,MILHO,92.5,92.5,True,10.1
TRIGO_519874689-1_plantio_21-05-25_colheita_01-10-25.kml,2025-05-21,TRIGO,TRIGO,92.8,92.8,True,10.1
FEIJÃO_517564069-1_plantio_27-02-24_colheita_22-05-24.kml,2024-02-27,FEIJÃO,MILHO,66.6,27.1,False,10.1
AVEIA_517563237-1_plantio_21-05-24_colheita_25-09-24.kml,2024-05-21,AVEIA,AVEIA,91.9,91.9,True,10.1
TRIGO_517629344-1_plantio_15-06-24_colheita_01-11-24.kml,2024-06-15,TRIGO,TRIGO,92.2,92.2,True,10.1
TRIGO_517785581-1_plantio_01-06-24_colheita_15-10-24.kml,2024-06-01,TRIGO,TRIGO,93.2,93.2,True,10.1
AVEIA_519490363-1_plantio_01-06-25_colheita_05-10-25.kml,2025-06-01,AVEIA,AVEIA,92.3,92.3,True,10.0
SOJA_518167292-1_plantio_05-10-24_colheita_15-02-25.kml,2024-10-05,SOJA,SOJA,55.5,55.5,True,10.1
SOJA_518838740-1_plantio_01-11-24_colheita_02-03-25.kml,2024-11-01,SOJA,SOJA,94.1,94.1,True,10.1
SOJA_520351254-1_plantio_15-12-25_colheita_15-03-26.kml,2025-12-15,SOJA,SOJA,64.7,64.7,True,10.1
FEIJÃO_517403994-1_plantio_26-02-24_colheita_23-05-24.kml,2024-02-26,FEIJÃO,FEIJÃO,80.0,80.0,True,10.1
TRIGO_517944878-1_plantio_15-06-24_colheita_01-11-24.kml,2024-06-15,TRIGO,TRIGO,93.1,93.1,True,10.1
MILHO_519076147-1_plantio_03-03-25_colheita_15-06-25.kml,2025-03-03,MILHO,FEIJÃO,76.5,15.0,False,10.1
MILHO_519112220-1_plantio_21-02-25_colheita_20-06-25.kml,2025-02-21,MILHO,MILHO,75.9,75.9,True,10.1
MILHO_519860550-1_plantio_11-08-25_colheita_15-01-26.kml,2025-08-11,MILHO,MILHO,91.4,91.4,True,10.0
FEIJÃO_519588867-1_plantio_07-03-25_colheita_31-05-25.kml,2025-03-07,FEIJÃO,MILHO,55.4,38.1,False,10.1
TRIGO_518288247-1_plantio_22-07-24_colheita_01-11-24.kml,2024-07-22,TRIGO,TRIGO,80.6,80.6,True,10.1
TRIGO_517300148-1_plantio_10-06-24_colheita_10-10-24.kml,2024-06-10,TRIGO,TRIGO,92.0,92.0,True,10.0
SOJA_518720136-1_plantio_01-11-24_colheita_01-03-25.kml,2024-11-01,SOJA,SOJA,68.7,68.7,True,10.0
AVEIA_517725187-1_plantio_02-06-24_colheita_01-10-24.kml,2024-06-02,AVEIA,AVEIA,93.8,93.8,True,10.1
