kml,data,true,claim,mesmo_dap,pred,confianca,prob_true,prob_claim,acerto_real,seguiu_mentira,tempo_seg
MILHO_517667038-1_plantio_28-02-24_colheita_16-06-24.kml,2024-02-28,MILHO,FEIJÃO,True,MILHO,58.3,58.3,34.9,True,False,13.2
SOJA_519172649-1_plantio_28-11-24_colheita_15-04-25.kml,2024-11-28,SOJA,TRIGO,False,SOJA,49.1,49.1,3.0,True,False,13.1
AVEIA_518023991-1_plantio_25-05-24_colheita_10-10-24.kml,2024-05-25,AVEIA,SOJA,False,MILHO,38.2,33.0,5.5,False,False,12.9
TRIGO_517907363-1_plantio_25-05-24_colheita_05-10-24.kml,2024-05-25,TRIGO,SOJA,False,MILHO,68.6,10.4,3.1,False,False,12.9
AVEIA_517738485-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,MILHO,False,MILHO,89.0,2.1,89.0,False,True,12.5
TRIGO_519760737-1_plantio_20-06-25_colheita_20-10-25.kml,2025-06-20,TRIGO,MILHO,False,MILHO,88.9,3.6,88.9,False,True,12.8
TRIGO_517674776-1_plantio_20-05-24_colheita_15-10-24.kml,2024-05-20,TRIGO,FEIJÃO,False,MILHO,92.6,2.4,1.9,False,False,12.8
SOJA_518500033-1_plantio_10-12-24_colheita_15-04-25.kml,2024-12-10,SOJA,TRIGO,False,MILHO,46.8,41.0,2.7,False,False,12.8
FEIJÃO_518751444-1_plantio_15-09-24_colheita_09-12-24.kml,2024-09-15,FEIJÃO,TRIGO,False,FEIJÃO,71.0,71.0,2.6,True,False,12.9
TRIGO_517905207-1_plantio_16-05-24_colheita_25-08-24.kml,2024-05-16,TRIGO,MILHO,False,AVEIA,67.8,4.1,20.5,False,False,12.9
TRIGO_517618210-1_plantio_21-05-24_colheita_28-10-24.kml,2024-05-21,TRIGO,FEIJÃO,False,MILHO,68.5,12.2,5.2,False,False,13.7
TRIGO_517905207-1_plantio_16-05-24_colheita_25-08-24.kml,2024-05-16,TRIGO,AVEIA,False,AVEIA,90.5,1.9,90.5,False,True,13.7
TRIGO_517916685-1_plantio_01-06-24_colheita_20-10-24.kml,2024-06-01,TRIGO,SOJA,False,MILHO,91.5,2.1,2.5,False,False,23.9
AVEIA_517690232-1_plantio_15-06-24_colheita_20-10-24.kml,2024-06-15,AVEIA,SOJA,False,MILHO,84.1,6.4,2.4,False,False,24.2
SOJA_518502038-1_plantio_25-09-24_colheita_19-01-25.kml,2024-09-25,SOJA,TRIGO,False,MILHO,44.4,31.9,2.6,False,False,23.9
FEIJÃO_517530514-1_plantio_24-02-24_colheita_20-05-24.kml,2024-02-24,FEIJÃO,SOJA,True,FEIJÃO,65.9,65.9,2.3,True,False,12.3
MILHO_520218990-1_plantio_01-09-25_colheita_09-01-26.kml,2025-09-01,MILHO,TRIGO,False,FEIJÃO,75.3,15.1,2.0,False,False,12.3
AVEIA_520025243-1_plantio_02-06-25_colheita_15-10-25.kml,2025-06-02,AVEIA,MILHO,False,MILHO,58.7,23.6,58.7,False,True,11.9
MILHO_520325000-1_plantio_01-09-25_colheita_01-03-26.kml,2025-09-01,MILHO,SOJA,True,FEIJÃO,40.8,21.3,33.6,False,False,11.9
AVEIA_517518286-1_plantio_01-06-24_colheita_21-10-24.kml,2024-06-01,AVEIA,AVEIA,True,TRIGO,93.5,1.7,1.7,False,False,11.9
AVEIA_520025243-1_plantio_02-06-25_colheita_15-10-25.kml,2025-06-02,AVEIA,AVEIA,True,AVEIA,93.9,93.9,93.9,True,False,12.2
FEIJÃO_520192797-1_plantio_01-09-25_colheita_20-11-25.kml,2025-09-01,FEIJÃO,FEIJÃO,True,FEIJÃO,46.0,46.0,46.0,True,False,12.3
MILHO_519709415-1_plantio_01-03-25_colheita_01-07-25.kml,2025-03-01,MILHO,FEIJÃO,True,MILHO,53.7,53.7,39.6,True,False,12.3
TRIGO_518017524-1_plantio_15-06-24_colheita_01-11-24.kml,2024-06-15,TRIGO,SOJA,False,MILHO,91.6,2.5,1.2,False,False,22.8
TRIGO_519870774-1_plantio_01-06-25_colheita_25-10-25.kml,2025-06-01,TRIGO,SOJA,False,MILHO,91.6,2.5,1.2,False,False,22.9
SOJA_520100936-1_plantio_25-11-25_colheita_10-04-26.kml,2025-11-25,SOJA,AVEIA,False,MILHO,59.0,26.9,3.6,False,False,12.0
FEIJÃO_517454820-1_plantio_01-03-24_colheita_01-05-24.kml,2024-03-01,FEIJÃO,MILHO,True,FEIJÃO,78.4,78.4,15.5,True,False,12.1
AVEIA_517561431-1_plantio_15-06-24_colheita_15-11-24.kml,2024-06-15,AVEIA,TRIGO,False,TRIGO,92.5,2.0,92.5,False,True,23.2
MILHO_518265593-1_plantio_15-08-24_colheita_03-12-24.kml,2024-08-15,MILHO,FEIJÃO,True,MILHO,85.1,85.1,9.6,True,False,23.1
MILHO_520218990-1_plantio_01-09-25_colheita_09-01-26.kml,2025-09-01,MILHO,FEIJÃO,True,FEIJÃO,69.8,16.1,69.8,False,True,23.6
FEIJÃO_519118553-1_plantio_09-02-25_colheita_20-05-25.kml,2025-02-09,FEIJÃO,FEIJÃO,True,FEIJÃO,91.2,91.2,91.2,True,False,12.8
MILHO_519003251-1_plantio_20-12-24_colheita_20-05-25.kml,2024-12-20,MILHO,SOJA,True,MILHO,57.7,57.7,20.2,True,False,12.8
TRIGO_517877065-1_plantio_01-06-24_colheita_24-09-24.kml,2024-06-01,TRIGO,MILHO,False,MILHO,52.1,13.0,52.1,False,True,23.3
MILHO_518415949-1_plantio_01-09-24_colheita_15-01-25.kml,2024-09-01,MILHO,AVEIA,False,AVEIA,42.6,2.3,42.6,False,True,23.7
TRIGO_517743795-1_plantio_20-05-24_colheita_27-09-24.kml,2024-05-20,TRIGO,AVEIA,False,AVEIA,93.7,1.6,93.7,False,True,23.7
FEIJÃO_517454820-1_plantio_01-03-24_colheita_01-05-24.kml,2024-03-01,FEIJÃO,AVEIA,False,MILHO,44.3,39.7,9.0,False,False,34.0
MILHO_518564781-2_plantio_05-09-24_colheita_15-03-25.kml,2024-09-05,MILHO,MILHO,True,MILHO,86.4,86.4,86.4,True,False,33.6
SOJA_519911132-1_plantio_25-10-25_colheita_25-02-26.kml,2025-10-25,SOJA,AVEIA,False,SOJA,60.0,60.0,2.5,True,False,12.0
SOJA_518581117-1_plantio_11-10-24_colheita_01-02-25.kml,2024-10-11,SOJA,AVEIA,False,SOJA,50.6,50.6,3.1,True,False,12.3
AVEIA_517703021-1_plantio_21-05-24_colheita_29-08-24.kml,2024-05-21,AVEIA,AVEIA,True,AVEIA,93.7,93.7,93.7,True,False,12.3
TRIGO_519804719-1_plantio_15-06-25_colheita_25-10-25.kml,2025-06-15,TRIGO,FEIJÃO,False,AVEIA,50.7,13.6,7.3,False,False,23.4
SOJA_520100936-1_plantio_25-11-25_colheita_10-04-26.kml,2025-11-25,SOJA,FEIJÃO,True,SOJA,92.2,92.2,2.3,True,False,23.4
MILHO_518415949-1_plantio_01-09-24_colheita_15-01-25.kml,2024-09-01,MILHO,MILHO,True,FEIJÃO,59.5,6.7,6.7,False,False,12.7
MILHO_518564781-2_plantio_05-09-24_colheita_15-03-25.kml,2024-09-05,MILHO,SOJA,True,MILHO,86.4,86.4,5.4,True,False,12.4
FEIJÃO_520192797-1_plantio_01-09-25_colheita_20-11-25.kml,2025-09-01,FEIJÃO,AVEIA,False,SOJA,39.7,26.0,10.2,False,False,12.5
MILHO_518599043-1_plantio_12-11-24_colheita_10-02-25.kml,2024-11-12,MILHO,MILHO,True,SOJA,90.9,2.2,2.2,False,False,12.1
AVEIA_519623537-1_plantio_05-06-25_colheita_05-10-25.kml,2025-06-05,AVEIA,SOJA,False,MILHO,56.5,23.0,4.7,False,False,12.0
MILHO_519003251-1_plantio_20-12-24_colheita_20-05-25.kml,2024-12-20,MILHO,TRIGO,False,MILHO,53.2,53.2,2.9,True,False,11.9
TRIGO_519444779-1_plantio_25-05-25_colheita_10-10-25.kml,2025-05-25,TRIGO,FEIJÃO,False,MILHO,59.8,8.0,5.3,False,False,11.9
AVEIA_517409103-1_plantio_03-06-24_colheita_15-10-24.kml,2024-06-03,AVEIA,MILHO,False,AVEIA,59.9,59.9,21.0,True,False,11.9
FEIJÃO_519352050-1_plantio_16-01-25_colheita_10-04-25.kml,2025-01-16,FEIJÃO,AVEIA,False,FEIJÃO,47.6,47.6,3.0,True,False,11.8
FEIJÃO_518496257-1_plantio_21-09-24_colheita_21-12-24.kml,2024-09-21,FEIJÃO,MILHO,True,SOJA,42.9,41.3,10.1,False,False,11.8
TRIGO_517743795-1_plantio_20-05-24_colheita_27-09-24.kml,2024-05-20,TRIGO,MILHO,False,MILHO,69.8,8.1,69.8,False,True,11.8
MILHO_517540319-1_plantio_15-02-24_colheita_14-07-24.kml,2024-02-15,MILHO,MILHO,True,MILHO,55.0,55.0,55.0,True,False,12.2
MILHO_517540319-1_plantio_15-02-24_colheita_14-07-24.kml,2024-02-15,MILHO,FEIJÃO,True,FEIJÃO,60.8,32.2,60.8,False,True,12.1
TRIGO_519760737-1_plantio_20-06-25_colheita_20-10-25.kml,2025-06-20,TRIGO,FEIJÃO,False,MILHO,88.9,3.6,2.5,False,False,11.9
TRIGO_517618210-1_plantio_21-05-24_colheita_28-10-24.kml,2024-05-21,TRIGO,AVEIA,False,AVEIA,91.1,1.9,91.1,False,True,11.9
FEIJÃO_519118553-1_plantio_09-02-25_colheita_20-05-25.kml,2025-02-09,FEIJÃO,TRIGO,False,MILHO,91.2,4.5,1.9,False,False,12.1
TRIGO_519870774-1_plantio_01-06-25_colheita_25-10-25.kml,2025-06-01,TRIGO,FEIJÃO,False,MILHO,75.8,8.6,4.1,False,False,12.1
MILHO_518415949-1_plantio_01-09-24_colheita_15-01-25.kml,2024-09-01,MILHO,FEIJÃO,True,SOJA,66.3,13.0,16.1,False,False,12.0
SOJA_518581117-1_plantio_11-10-24_colheita_01-02-25.kml,2024-10-11,SOJA,TRIGO,False,SOJA,83.3,83.3,1.7,True,False,11.9
MILHO_520325000-1_plantio_01-09-25_colheita_01-03-26.kml,2025-09-01,MILHO,TRIGO,False,SOJA,49.4,17.9,2.3,False,False,12.1
FEIJÃO_517260136-1_plantio_25-02-24_colheita_25-05-24.kml,2024-02-25,FEIJÃO,AVEIA,False,FEIJÃO,81.3,81.3,4.4,True,False,12.4
FEIJÃO_519420878-1_plantio_01-02-25_colheita_10-05-25.kml,2025-02-01,FEIJÃO,FEIJÃO,True,MILHO,70.5,23.2,23.2,False,False,12.7
TRIGO_517674776-1_plantio_20-05-24_colheita_15-10-24.kml,2024-05-20,TRIGO,AVEIA,False,AVEIA,93.1,1.7,93.1,False,True,17.0
MILHO_518564781-2_plantio_05-09-24_colheita_15-03-25.kml,2024-09-05,MILHO,TRIGO,False,MILHO,43.1,43.1,3.9,True,False,16.9
FEIJÃO_518751444-1_plantio_15-09-24_colheita_09-12-24.kml,2024-09-15,FEIJÃO,FEIJÃO,True,FEIJÃO,72.8,72.8,72.8,True,False,17.1
FEIJÃO_517282977-1_plantio_01-02-24_colheita_01-05-24.kml,2024-02-01,FEIJÃO,TRIGO,False,FEIJÃO,89.7,89.7,1.5,True,False,18.4
MILHO_517530396-1_plantio_15-06-24_colheita_15-10-24.kml,2024-06-15,MILHO,TRIGO,False,TRIGO,92.8,1.6,92.8,False,True,14.1
AVEIA_517507702-1_plantio_21-05-24_colheita_01-09-24.kml,2024-05-21,AVEIA,AVEIA,True,MILHO,57.5,20.4,20.4,False,False,12.7
SOJA_518611903-1_plantio_01-10-24_colheita_01-01-25.kml,2024-10-01,SOJA,MILHO,True,SOJA,63.9,63.9,5.9,True,False,12.7
MILHO_518606329-1_plantio_10-09-24_colheita_14-03-25.kml,2024-09-10,MILHO,SOJA,True,FEIJÃO,85.6,6.6,4.9,False,False,12.7
FEIJÃO_518751444-1_plantio_15-09-24_colheita_09-12-24.kml,2024-09-15,FEIJÃO,MILHO,True,FEIJÃO,87.1,87.1,5.9,True,False,12.7
FEIJÃO_517530514-1_plantio_24-02-24_colheita_20-05-24.kml,2024-02-24,FEIJÃO,AVEIA,False,MILHO,38.8,24.4,28.5,False,False,12.9
MILHO_520218990-1_plantio_01-09-25_colheita_09-01-26.kml,2025-09-01,MILHO,SOJA,True,SOJA,51.8,27.5,51.8,False,True,12.2
SOJA_518611903-1_plantio_01-10-24_colheita_01-01-25.kml,2024-10-01,SOJA,TRIGO,False,SOJA,79.9,79.9,2.0,True,False,12.7
SOJA_519172649-1_plantio_28-11-24_colheita_15-04-25.kml,2024-11-28,SOJA,MILHO,True,MILHO,74.9,15.9,74.9,False,True,13.7
SOJA_518472395-1_plantio_10-11-24_colheita_20-03-25.kml,2024-11-10,SOJA,AVEIA,False,SOJA,90.3,90.3,1.8,True,False,13.1
FEIJÃO_519257102-1_plantio_15-02-25_colheita_11-05-25.kml,2025-02-15,FEIJÃO,TRIGO,False,MILHO,93.0,3.2,1.6,False,False,13.2
FEIJÃO_520192797-1_plantio_01-09-25_colheita_20-11-25.kml,2025-09-01,FEIJÃO,SOJA,True,FEIJÃO,46.0,46.0,36.6,True,False,13.0
MILHO_518400022-1_plantio_20-11-24_colheita_10-03-25.kml,2024-11-20,MILHO,AVEIA,False,SOJA,67.2,6.4,3.5,False,False,13.1
FEIJÃO_518716917-1_plantio_16-12-24_colheita_17-01-25.kml,2024-12-16,FEIJÃO,FEIJÃO,True,MILHO,34.9,24.8,24.8,False,False,24.1
FEIJÃO_518496257-1_plantio_21-09-24_colheita_21-12-24.kml,2024-09-21,FEIJÃO,TRIGO,False,MILHO,78.0,6.3,5.0,False,False,12.9
FEIJÃO_517491462-1_plantio_26-01-24_colheita_10-05-24.kml,2024-01-26,FEIJÃO,MILHO,True,MILHO,48.4,37.4,48.4,False,True,12.9
TRIGO_519760737-1_plantio_20-06-25_colheita_20-10-25.kml,2025-06-20,TRIGO,SOJA,False,MILHO,88.9,3.6,1.9,False,False,12.7
MILHO_517333241-1_plantio_20-04-24_colheita_01-10-24.kml,2024-04-20,MILHO,SOJA,True,MILHO,77.1,77.1,1.7,True,False,12.7
TRIGO_519804719-1_plantio_15-06-25_colheita_25-10-25.kml,2025-06-15,TRIGO,MILHO,False,AVEIA,48.7,15.3,22.3,False,False,12.4
TRIGO_518017524-1_plantio_15-06-24_colheita_01-11-24.kml,2024-06-15,TRIGO,AVEIA,False,AVEIA,92.5,1.9,92.5,False,True,12.2
FEIJÃO_519420878-1_plantio_01-02-25_colheita_10-05-25.kml,2025-02-01,FEIJÃO,SOJA,True,MILHO,90.1,5.4,1.2,False,False,12.3
FEIJÃO_519420878-1_plantio_01-02-25_colheita_10-05-25.kml,2025-02-01,FEIJÃO,MILHO,True,MILHO,88.5,7.1,88.5,False,True,12.6
SOJA_520207240-1_plantio_25-10-25_colheita_05-02-26.kml,2025-10-25,SOJA,MILHO,True,SOJA,89.3,89.3,2.0,True,False,12.6
TRIGO_519843114-1_plantio_21-04-25_colheita_15-09-25.kml,2025-04-21,TRIGO,AVEIA,False,MILHO,85.4,1.2,3.3,False,False,12.6
FEIJÃO_517454820-1_plantio_01-03-24_colheita_01-05-24.kml,2024-03-01,FEIJÃO,TRIGO,False,FEIJÃO,74.1,74.1,2.6,True,False,19.9
TRIGO_517610671-1_plantio_20-06-24_colheita_25-10-24.kml,2024-06-20,TRIGO,AVEIA,False,AVEIA,92.5,1.9,92.5,False,True,12.9
AVEIA_517409103-1_plantio_03-06-24_colheita_15-10-24.kml,2024-06-03,AVEIA,SOJA,False,MILHO,52.9,8.4,5.7,False,False,42.8
SOJA_518500033-1_plantio_10-12-24_colheita_15-04-25.kml,2024-12-10,SOJA,AVEIA,False,MILHO,50.3,31.7,3.8,False,False,12.8
MILHO_518564781-2_plantio_05-09-24_colheita_15-03-25.kml,2024-09-05,MILHO,AVEIA,False,FEIJÃO,63.8,9.8,8.3,False,False,13.8
TRIGO_517877065-1_plantio_01-06-24_colheita_24-09-24.kml,2024-06-01,TRIGO,FEIJÃO,False,AVEIA,65.6,6.1,5.2,False,False,12.8
AVEIA_517398636-1_plantio_11-06-24_colheita_05-10-24.kml,2024-06-11,AVEIA,AVEIA,True,AVEIA,93.0,93.0,93.0,True,False,12.6
FEIJÃO_517491462-1_plantio_26-01-24_colheita_10-05-24.kml,2024-01-26,FEIJÃO,FEIJÃO,True,MILHO,48.4,37.4,37.4,False,False,12.5
TRIGO_517506104-1_plantio_01-06-24_colheita_15-10-24.kml,2024-06-01,TRIGO,FEIJÃO,False,AVEIA,63.8,10.2,6.4,False,False,13.5
FEIJÃO_519257102-1_plantio_15-02-25_colheita_11-05-25.kml,2025-02-15,FEIJÃO,MILHO,True,MILHO,64.8,29.0,64.8,False,True,13.0
TRIGO_517700161-1_plantio_28-05-24_colheita_13-10-24.kml,2024-05-28,TRIGO,MILHO,False,MILHO,90.9,2.3,90.9,False,True,13.1
SOJA_518741736-1_plantio_02-12-24_colheita_01-04-25.kml,2024-12-02,SOJA,FEIJÃO,True,SOJA,68.3,68.3,11.0,True,False,13.1
MILHO_518099154-1_plantio_05-09-24_colheita_03-01-25.kml,2024-09-05,MILHO,SOJA,True,MILHO,82.7,82.7,9.6,True,False,12.9
AVEIA_517677037-1_plantio_21-05-24_colheita_05-10-24.kml,2024-05-21,AVEIA,TRIGO,False,TRIGO,92.8,1.7,92.8,False,True,12.6
AVEIA_518023991-1_plantio_25-05-24_colheita_10-10-24.kml,2024-05-25,AVEIA,TRIGO,False,TRIGO,92.8,1.7,92.8,False,True,13.6
MILHO_517497401-1_plantio_01-03-24_colheita_01-07-24.kml,2024-03-01,MILHO,MILHO,True,MILHO,48.5,48.5,48.5,True,False,13.5
AVEIA_517529258-1_plantio_21-05-24_colheita_20-09-24.kml,2024-05-21,AVEIA,TRIGO,False,TRIGO,92.8,1.7,92.8,False,True,13.5
TRIGO_519698009-1_plantio_21-05-25_colheita_20-09-25.kml,2025-05-21,TRIGO,TRIGO,True,TRIGO,89.9,89.9,89.9,True,False,12.6
AVEIA_517703021-1_plantio_21-05-24_colheita_29-08-24.kml,2024-05-21,AVEIA,FEIJÃO,False,MILHO,75.1,7.4,4.6,False,False,13.6
TRIGO_519698009-1_plantio_21-05-25_colheita_20-09-25.kml,2025-05-21,TRIGO,FEIJÃO,False,AVEIA,52.6,9.7,6.0,False,False,12.7
FEIJÃO_519514583-1_plantio_11-02-25_colheita_30-04-25.kml,2025-02-11,FEIJÃO,AVEIA,False,MILHO,52.1,38.3,4.0,False,False,12.8
AVEIA_517398636-1_plantio_11-06-24_colheita_05-10-24.kml,2024-06-11,AVEIA,FEIJÃO,False,MILHO,49.7,7.6,6.1,False,False,13.0
FEIJÃO_519257102-1_plantio_15-02-25_colheita_11-05-25.kml,2025-02-15,FEIJÃO,AVEIA,False,FEIJÃO,72.1,72.1,2.2,True,False,13.1
AVEIA_517738485-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,TRIGO,False,TRIGO,91.0,2.2,91.0,False,True,18.1
FEIJÃO_519514583-1_plantio_11-02-25_colheita_30-04-25.kml,2025-02-11,FEIJÃO,FEIJÃO,True,FEIJÃO,92.4,92.4,92.4,True,False,12.7
SOJA_520100936-1_plantio_25-11-25_colheita_10-04-26.kml,2025-11-25,SOJA,MILHO,True,SOJA,93.2,93.2,1.3,True,False,13.8
TRIGO_517905207-1_plantio_16-05-24_colheita_25-08-24.kml,2024-05-16,TRIGO,SOJA,False,AVEIA,67.8,4.1,3.5,False,False,13.8
AVEIA_519528190-1_plantio_21-05-25_colheita_01-10-25.kml,2025-05-21,AVEIA,SOJA,False,MILHO,93.7,1.5,0.9,False,False,13.0
AVEIA_517738485-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,AVEIA,True,AVEIA,88.5,88.5,88.5,True,False,17.4
MILHO_518599043-1_plantio_12-11-24_colheita_10-02-25.kml,2024-11-12,MILHO,TRIGO,False,SOJA,69.0,17.8,2.5,False,False,13.1
AVEIA_520025243-1_plantio_02-06-25_colheita_15-10-25.kml,2025-06-02,AVEIA,FEIJÃO,False,MILHO,67.4,14.9,4.7,False,False,12.5
AVEIA_517410988-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,SOJA,False,MILHO,64.3,20.5,3.5,False,False,12.3
SOJA_518320578-1_plantio_15-11-24_colheita_30-03-25.kml,2024-11-15,SOJA,AVEIA,False,SOJA,88.4,88.4,1.9,True,False,14.4
FEIJÃO_518716917-1_plantio_16-12-24_colheita_17-01-25.kml,2024-12-16,FEIJÃO,SOJA,True,MILHO,34.9,24.8,34.4,False,False,12.8
FEIJÃO_517491462-1_plantio_26-01-24_colheita_10-05-24.kml,2024-01-26,FEIJÃO,AVEIA,False,FEIJÃO,48.7,48.7,3.2,True,False,12.5
SOJA_519937980-1_plantio_01-10-25_colheita_01-02-26.kml,2025-10-01,SOJA,SOJA,True,SOJA,86.5,86.5,86.5,True,False,12.6
AVEIA_519753287-1_plantio_01-06-25_colheita_20-10-25.kml,2025-06-01,AVEIA,TRIGO,False,TRIGO,93.3,1.7,93.3,False,True,12.5
MILHO_518556125-1_plantio_11-03-25_colheita_20-07-25.kml,2025-03-11,MILHO,AVEIA,False,MILHO,85.2,85.2,1.8,True,False,13.7
MILHO_517667038-1_plantio_28-02-24_colheita_16-06-24.kml,2024-02-28,MILHO,AVEIA,False,FEIJÃO,55.1,35.4,3.7,False,False,13.2
MILHO_517667038-1_plantio_28-02-24_colheita_16-06-24.kml,2024-02-28,MILHO,MILHO,True,FEIJÃO,86.7,7.3,7.3,False,False,13.1
FEIJÃO_517282977-1_plantio_01-02-24_colheita_01-05-24.kml,2024-02-01,FEIJÃO,MILHO,True,FEIJÃO,64.4,64.4,28.0,True,False,13.1
TRIGO_517877065-1_plantio_01-06-24_colheita_24-09-24.kml,2024-06-01,TRIGO,AVEIA,False,TRIGO,93.5,93.5,1.7,True,False,13.1
SOJA_518393503-1_plantio_01-10-24_colheita_08-02-25.kml,2024-10-01,SOJA,MILHO,True,SOJA,84.2,84.2,4.0,True,False,13.2
SOJA_520351254-1_plantio_15-12-25_colheita_15-03-26.kml,2025-12-15,SOJA,TRIGO,False,SOJA,81.9,81.9,1.8,True,False,12.8
MILHO_518553919-1_plantio_25-08-24_colheita_05-01-25.kml,2024-08-25,MILHO,SOJA,True,MILHO,83.4,83.4,2.4,True,False,23.7
AVEIA_517410988-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,FEIJÃO,False,MILHO,64.3,20.5,4.7,False,False,23.7
TRIGO_519917374-1_plantio_15-06-25_colheita_15-10-25.kml,2025-06-15,TRIGO,TRIGO,True,TRIGO,93.4,93.4,93.4,True,False,12.9
AVEIA_519623537-1_plantio_05-06-25_colheita_05-10-25.kml,2025-06-05,AVEIA,FEIJÃO,False,MILHO,75.8,4.1,4.1,False,False,12.6
AVEIA_517738485-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,SOJA,False,MILHO,72.2,4.7,4.4,False,False,25.7
MILHO_519256275-1_plantio_15-01-25_colheita_15-06-25.kml,2025-01-15,MILHO,AVEIA,False,MILHO,50.1,50.1,2.6,True,False,13.2
SOJA_518500033-1_plantio_10-12-24_colheita_15-04-25.kml,2024-12-10,SOJA,MILHO,True,MILHO,56.4,24.6,56.4,False,True,13.6
AVEIA_517518286-1_plantio_01-06-24_colheita_21-10-24.kml,2024-06-01,AVEIA,FEIJÃO,False,MILHO,56.7,25.3,5.3,False,False,12.9
FEIJÃO_519557891-1_plantio_08-03-25_colheita_22-05-25.kml,2025-03-08,FEIJÃO,AVEIA,False,MILHO,56.3,31.6,6.2,False,False,24.1
SOJA_520351254-1_plantio_15-12-25_colheita_15-03-26.kml,2025-12-15,SOJA,MILHO,True,MILHO,60.4,25.9,60.4,False,True,24.1
TRIGO_517916685-1_plantio_01-06-24_colheita_20-10-24.kml,2024-06-01,TRIGO,TRIGO,True,TRIGO,92.6,92.6,92.6,True,False,18.1
FEIJÃO_519352050-1_plantio_16-01-25_colheita_10-04-25.kml,2025-01-16,FEIJÃO,TRIGO,False,FEIJÃO,87.1,87.1,1.6,True,False,24.2
TRIGO_517745821-1_plantio_01-06-24_colheita_10-11-24.kml,2024-06-01,TRIGO,SOJA,False,AVEIA,55.9,23.5,6.0,False,False,24.2
FEIJÃO_518990419-1_plantio_10-11-24_colheita_20-03-25.kml,2024-11-10,FEIJÃO,TRIGO,False,MILHO,64.4,7.3,4.1,False,False,13.3
TRIGO_517745821-1_plantio_01-06-24_colheita_10-11-24.kml,2024-06-01,TRIGO,TRIGO,True,TRIGO,93.6,93.6,93.6,True,False,14.3
TRIGO_517506104-1_plantio_01-06-24_colheita_15-10-24.kml,2024-06-01,TRIGO,AVEIA,False,AVEIA,91.9,2.1,91.9,False,True,13.2
MILHO_518099154-1_plantio_05-09-24_colheita_03-01-25.kml,2024-09-05,MILHO,TRIGO,False,SOJA,85.0,3.0,5.3,False,False,12.7
SOJA_519937980-1_plantio_01-10-25_colheita_01-02-26.kml,2025-10-01,SOJA,FEIJÃO,True,SOJA,87.8,87.8,4.8,True,False,12.9
TRIGO_519870774-1_plantio_01-06-25_colheita_25-10-25.kml,2025-06-01,TRIGO,MILHO,False,MILHO,91.6,2.5,91.6,False,True,12.5
FEIJÃO_517260136-1_plantio_25-02-24_colheita_25-05-24.kml,2024-02-25,FEIJÃO,FEIJÃO,True,FEIJÃO,66.4,66.4,66.4,True,False,13.6
FEIJÃO_519557891-1_plantio_08-03-25_colheita_22-05-25.kml,2025-03-08,FEIJÃO,SOJA,True,MILHO,48.6,44.9,2.6,False,False,14.0
TRIGO_519753187-1_plantio_11-06-25_colheita_01-11-25.kml,2025-06-11,TRIGO,TRIGO,True,TRIGO,93.2,93.2,93.2,True,False,13.0
FEIJÃO_519352050-1_plantio_16-01-25_colheita_10-04-25.kml,2025-01-16,FEIJÃO,MILHO,True,MILHO,62.2,27.6,62.2,False,True,12.5
AVEIA_519528190-1_plantio_21-05-25_colheita_01-10-25.kml,2025-05-21,AVEIA,TRIGO,False,TRIGO,90.9,1.8,90.9,False,True,14.0
TRIGO_519698009-1_plantio_21-05-25_colheita_20-09-25.kml,2025-05-21,TRIGO,AVEIA,False,AVEIA,92.9,1.8,92.9,False,True,12.7
SOJA_519172649-1_plantio_28-11-24_colheita_15-04-25.kml,2024-11-28,SOJA,AVEIA,False,SOJA,75.3,75.3,3.3,True,False,13.5
TRIGO_518017524-1_plantio_15-06-24_colheita_01-11-24.kml,2024-06-15,TRIGO,FEIJÃO,False,MILHO,64.6,6.7,5.1,False,False,13.3
FEIJÃO_518751444-1_plantio_15-09-24_colheita_09-12-24.kml,2024-09-15,FEIJÃO,AVEIA,False,MILHO,35.8,23.2,25.8,False,False,13.4
SOJA_518472395-1_plantio_10-11-24_colheita_20-03-25.kml,2024-11-10,SOJA,MILHO,True,MILHO,42.9,41.0,42.9,False,True,13.0
MILHO_520325000-1_plantio_01-09-25_colheita_01-03-26.kml,2025-09-01,MILHO,AVEIA,False,FEIJÃO,89.4,1.4,3.0,False,False,16.2
SOJA_518581117-1_plantio_11-10-24_colheita_01-02-25.kml,2024-10-11,SOJA,SOJA,True,SOJA,39.3,39.3,39.3,True,False,13.0
FEIJÃO_517282977-1_plantio_01-02-24_colheita_01-05-24.kml,2024-02-01,FEIJÃO,SOJA,True,MILHO,74.7,19.2,3.0,False,False,13.4
FEIJÃO_519504920-1_plantio_01-03-25_colheita_20-05-25.kml,2025-03-01,FEIJÃO,MILHO,True,FEIJÃO,74.7,74.7,18.5,True,False,13.4
TRIGO_519444779-1_plantio_25-05-25_colheita_10-10-25.kml,2025-05-25,TRIGO,AVEIA,False,AVEIA,90.9,2.2,90.9,False,True,13.1
