kml,data,true,pred,confianca,prob_true,acerto,tempo_seg
MILHO_517387304-1_plantio_31-01-24_colheita_20-05-24.kml,2024-01-31,MILHO,MILHO,59.8,59.8,True,10.1
MILHO_517540319-1_plantio_15-02-24_colheita_14-07-24.kml,2024-02-15,MILHO,MILHO,85.1,85.1,True,10.1
MILHO_518804462-1_plantio_30-09-24_colheita_18-01-25.kml,2024-09-30,MILHO,FEIJÃO,60.8,23.6,False,10.1
MILHO_520316212-1_plantio_05-09-25_colheita_20-02-26.kml,2025-09-05,MILHO,FEIJÃO,47.0,42.6,False,10.1
AVEIA_519612287-1_plantio_04-06-25_colheita_10-10-25.kml,2025-06-04,AVEIA,AVEIA,93.4,93.4,True,10.1
TRIGO_517372883-1_plantio_05-05-24_colheita_07-09-24.kml,2024-05-05,TRIGO,TRIGO,93.1,93.1,True,10.2
TRIGO_517543673-1_plantio_21-05-24_colheita_20-10-24.kml,2024-05-21,TRIGO,TRIGO,92.1,92.1,True,10.1
SOJA_518145934-1_plantio_01-10-24_colheita_25-02-25.kml,2024-10-01,SOJA,FEIJÃO,39.2,26.2,False,10.1
FEIJÃO_518659711-1_plantio_25-02-25_colheita_21-05-25.kml,2025-02-25,FEIJÃO,FEIJÃO,87.8,87.8,True,10.1
TRIGO_517472100-1_plantio_20-06-24_colheita_28-10-24.kml,2024-06-20,TRIGO,TRIGO,92.8,92.8,True,10.1
FEIJÃO_517290751-1_plantio_24-01-24_colheita_08-05-24.kml,2024-01-24,FEIJÃO,MILHO,50.4,36.5,False,10.1
TRIGO_517648134-1_plantio_20-05-24_colheita_30-09-24.kml,2024-05-20,TRIGO,TRIGO,92.6,92.6,True,10.1
SOJA_518764992-1_plantio_16-12-24_colheita_10-04-25.kml,2024-12-16,SOJA,SOJA,54.8,54.8,True,10.1
SOJA_518480032-1_plantio_05-10-24_colheita_12-02-25.kml,2024-10-05,SOJA,SOJA,68.3,68.3,True,10.1
TRIGO_518011895-1_plantio_04-06-24_colheita_02-10-24.kml,2024-06-04,TRIGO,TRIGO,86.8,86.8,True,10.1
TRIGO_517680471-1_plantio_05-06-24_colheita_20-10-24.kml,2024-06-05,TRIGO,TRIGO,93.0,93.0,True,10.1
TRIGO_517624746-1_plantio_02-06-24_colheita_01-10-24.kml,2024-06-02,TRIGO,TRIGO,93.1,93.1,True,10.1
AVEIA_517690232-1_plantio_15-06-24_colheita_20-10-24.kml,2024-06-15,AVEIA,AVEIA,91.9,91.9,True,10.1
AVEIA_517535350-1_plantio_05-06-24_colheita_10-10-24.kml,2024-06-05,AVEIA,AVEIA,92.8,92.8,True,10.1
TRIGO_517537696-1_plantio_11-05-24_colheita_01-10-24.kml,2024-05-11,TRIGO,TRIGO,89.5,89.5,True,10.1
TRIGO_519884480-1_plantio_01-06-25_colheita_01-10-25.kml,2025-06-01,TRIGO,TRIGO,93.2,93.2,True,10.0
AVEIA_519942676-1_plantio_01-06-25_colheita_29-09-25.kml,2025-06-01,AVEIA,AVEIA,93.4,93.4,True,10.1
FEIJÃO_518741191-1_plantio_20-01-25_colheita_05-04-25.kml,2025-01-20,FEIJÃO,FEIJÃO,62.8,62.8,True,10.1
FEIJÃO_519537141-1_plantio_20-02-25_colheita_10-05-25.kml,2025-02-20,FEIJÃO,MILHO,56.7,36.8,False,10.1
SOJA_519128232-1_plantio_25-11-24_colheita_20-03-25.kml,2024-11-25,SOJA,SOJA,89.4,89.4,True,10.1
AVEIA_517687248-1_plantio_15-06-24_colheita_15-10-24.kml,2024-06-15,AVEIA,AVEIA,92.4,92.4,True,10.1
FEIJÃO_520293518-1_plantio_15-12-25_colheita_01-02-26.kml,2025-12-15,FEIJÃO,SOJA,59.0,16.1,False,10.1
AVEIA_518023681-1_plantio_10-06-24_colheita_28-10-24.kml,2024-06-10,AVEIA,AVEIA,92.7,92.7,True,10.1
AVEIA_517853350-1_plantio_03-06-24_colheita_11-09-24.kml,2024-06-03,AVEIA,AVEIA,93.5,93.5,True,10.1
MILHO_519423131-1_plantio_20-02-25_colheita_25-07-25.kml,2025-02-20,MILHO,MILHO,93.6,93.6,True,10.0
TRIGO_519882193-1_plantio_10-06-25_colheita_25-10-25.kml,2025-06-10,TRIGO,TRIGO,92.9,92.9,True,10.1
TRIGO_518039548-1_plantio_10-06-24_colheita_20-10-24.kml,2024-06-10,TRIGO,TRIGO,92.9,92.9,True,10.1
MILHO_519463330-1_plantio_20-04-25_colheita_01-11-25.kml,2025-04-20,MILHO,MILHO,88.5,88.5,True,10.1
FEIJÃO_519588867-1_plantio_07-03-25_colheita_31-05-25.kml,2025-03-07,FEIJÃO,MILHO,67.9,25.7,False,10.1
FEIJÃO_519402627-1_plantio_01-02-25_colheita_27-04-25.kml,2025-02-01,FEIJÃO,MILHO,54.1,39.1,False,10.2
MILHO_520336859-1_plantio_11-08-25_colheita_10-12-25.kml,2025-08-11,MILHO,MILHO,79.3,79.3,True,10.1
TRIGO_517567590-1_plantio_21-05-24_colheita_01-10-24.kml,2024-05-21,TRIGO,TRIGO,90.8,90.8,True,10.2
SOJA_520041999-1_plantio_25-11-25_colheita_25-03-26.kml,2025-11-25,SOJA,SOJA,92.5,92.5,True,10.1
AVEIA_517974735-1_plantio_27-05-24_colheita_15-10-24.kml,2024-05-27,AVEIA,AVEIA,91.6,91.6,True,10.1
SOJA_520319463-1_plantio_01-11-25_colheita_15-03-26.kml,2025-11-01,SOJA,SOJA,92.6,92.6,True,10.1
MILHO_520167421-1_plantio_29-06-25_colheita_01-11-25.kml,2025-06-29,MILHO,MILHO,70.7,70.7,True,10.1
MILHO_518234097-1_plantio_10-09-24_colheita_01-03-25.kml,2024-09-10,MILHO,MILHO,87.8,87.8,True,10.1
AVEIA_517929536-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,AVEIA,93.6,93.6,True,10.1
FEIJÃO_519580354-1_plantio_20-02-25_colheita_01-06-25.kml,2025-02-20,FEIJÃO,FEIJÃO,88.2,88.2,True,10.1
TRIGO_520056874-1_plantio_01-06-25_colheita_01-11-25.kml,2025-06-01,TRIGO,TRIGO,93.1,93.1,True,10.1
FEIJÃO_519168980-1_plantio_05-02-25_colheita_05-05-25.kml,2025-02-05,FEIJÃO,MILHO,63.8,24.4,False,10.1
SOJA_520005828-1_plantio_21-09-25_colheita_14-01-26.kml,2025-09-21,SOJA,SOJA,50.9,50.9,True,10.1
AVEIA_518128083-1_plantio_17-06-24_colheita_15-10-24.kml,2024-06-17,AVEIA,AVEIA,92.6,92.6,True,10.1
FEIJÃO_518722249-1_plantio_30-09-24_colheita_24-12-24.kml,2024-09-30,FEIJÃO,SOJA,69.5,21.3,False,10.1
SOJA_518838873-1_plantio_20-11-24_colheita_28-02-25.kml,2024-11-20,SOJA,SOJA,90.4,90.4,True,10.1
SOJA_517988319-1_plantio_21-10-24_colheita_15-03-25.kml,2024-10-21,SOJA,SOJA,68.7,68.7,True,10.1
SOJA_518273230-1_plantio_11-09-24_colheita_16-01-25.kml,2024-09-11,SOJA,FEIJÃO,73.2,7.9,False,10.1
SOJA_518746912-1_plantio_10-11-24_colheita_20-03-25.kml,2024-11-10,SOJA,SOJA,82.1,82.1,True,10.1
FEIJÃO_517322376-1_plantio_10-02-24_colheita_05-05-24.kml,2024-02-10,FEIJÃO,MILHO,69.0,23.7,False,10.1
SOJA_520206524-1_plantio_11-09-25_colheita_15-01-26.kml,2025-09-11,SOJA,SOJA,93.2,93.2,True,10.1
AVEIA_517410988-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,AVEIA,90.5,90.5,True,10.1
AVEIA_519411082-1_plantio_10-06-25_colheita_10-10-25.kml,2025-06-10,AVEIA,AVEIA,93.1,93.1,True,10.1
TRIGO_517693986-1_plantio_01-06-24_colheita_25-10-24.kml,2024-06-01,TRIGO,TRIGO,93.1,93.1,True,10.1
FEIJÃO_518134799-1_plantio_05-10-24_colheita_03-01-25.kml,2024-10-05,FEIJÃO,SOJA,71.7,15.5,False,10.1
FEIJÃO_518866807-1_plantio_20-01-25_colheita_15-04-25.kml,2025-01-20,FEIJÃO,FEIJÃO,68.7,68.7,True,10.0
AVEIA_520079166-1_plantio_21-06-25_colheita_15-10-25.kml,2025-06-21,AVEIA,AVEIA,93.1,93.1,True,10.1
AVEIA_517523244-1_plantio_01-06-24_colheita_25-10-24.kml,2024-06-01,AVEIA,AVEIA,93.2,93.2,True,10.1
SOJA_518102094-1_plantio_15-10-24_colheita_22-02-25.kml,2024-10-15,SOJA,SOJA,91.1,91.1,True,10.1
MILHO_520364552-1_plantio_01-10-25_colheita_01-05-26.kml,2025-10-01,MILHO,SOJA,44.8,12.8,False,10.1
FEIJÃO_517380257-1_plantio_15-02-24_colheita_30-05-24.kml,2024-02-15,FEIJÃO,FEIJÃO,59.9,59.9,True,10.1
SOJA_518042195-1_plantio_01-11-24_colheita_30-03-25.kml,2024-11-01,SOJA,SOJA,78.1,78.1,True,10.2
FEIJÃO_519050243-1_plantio_13-02-25_colheita_20-05-25.kml,2025-02-13,FEIJÃO,FEIJÃO,87.2,87.2,True,10.3
SOJA_518720136-1_plantio_01-11-24_colheita_01-03-25.kml,2024-11-01,SOJA,SOJA,76.4,76.4,True,10.3
MILHO_519714051-1_plantio_15-02-25_colheita_15-08-25.kml,2025-02-15,MILHO,MILHO,85.7,85.7,True,10.3
SOJA_520293796-1_plantio_01-10-25_colheita_05-03-26.kml,2025-10-01,SOJA,SOJA,63.5,63.5,True,10.1
MILHO_517454027-1_plantio_17-02-24_colheita_28-05-24.kml,2024-02-17,MILHO,MILHO,57.9,57.9,True,10.1
FEIJÃO_519424544-1_plantio_27-01-25_colheita_27-04-25.kml,2025-01-27,FEIJÃO,FEIJÃO,51.8,51.8,True,10.1
TRIGO_519576344-1_plantio_01-06-25_colheita_02-10-25.kml,2025-06-01,TRIGO,TRIGO,91.6,91.6,True,10.1
SOJA_518797051-1_plantio_25-11-24_colheita_05-03-25.kml,2024-11-25,SOJA,SOJA,86.9,86.9,True,10.1
FEIJÃO_519383361-1_plantio_20-02-25_colheita_10-06-25.kml,2025-02-20,FEIJÃO,MILHO,79.8,14.8,False,10.1
SOJA_518433776-1_plantio_15-12-24_colheita_10-05-25.kml,2024-12-15,SOJA,MILHO,58.1,26.3,False,10.1
AVEIA_519421100-2_plantio_01-06-25_colheita_01-09-25.kml,2025-06-01,AVEIA,AVEIA,92.1,92.1,True,10.1
MILHO_519151853-1_plantio_20-02-25_colheita_20-06-25.kml,2025-02-20,MILHO,MILHO,90.4,90.4,True,10.1
AVEIA_517938053-1_plantio_21-05-24_colheita_20-10-24.kml,2024-05-21,AVEIA,AVEIA,92.0,92.0,True,10.1
MILHO_517434084-1_plantio_21-02-24_colheita_22-07-24.kml,2024-02-21,MILHO,MILHO,79.4,79.4,True,10.1
AVEIA_517965533-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,AVEIA,93.4,93.4,True,10.1
MILHO_518599043-1_plantio_12-11-24_colheita_10-02-25.kml,2024-11-12,MILHO,SOJA,71.2,15.8,False,10.1
AVEIA_519623537-1_plantio_05-06-25_colheita_05-10-25.kml,2025-06-05,AVEIA,AVEIA,88.2,88.2,True,10.1
MILHO_518263465-1_plantio_28-09-24_colheita_16-01-25.kml,2024-09-28,MILHO,MILHO,55.1,55.1,True,10.1
MILHO_518853270-1_plantio_11-11-24_colheita_12-05-25.kml,2024-11-11,MILHO,SOJA,46.3,39.5,False,10.1
TRIGO_517698783-1_plantio_01-06-24_colheita_10-10-24.kml,2024-06-01,TRIGO,TRIGO,91.7,91.7,True,10.1
MILHO_519081817-1_plantio_15-01-25_colheita_15-05-25.kml,2025-01-15,MILHO,MILHO,49.1,49.1,True,10.2
AVEIA_519518706-1_plantio_02-06-25_colheita_10-10-25.kml,2025-06-02,AVEIA,AVEIA,93.5,93.5,True,10.2
TRIGO_517826134-1_plantio_01-06-24_colheita_25-10-24.kml,2024-06-01,TRIGO,TRIGO,93.2,93.2,True,10.2
FEIJÃO_519485533-1_plantio_01-03-25_colheita_23-05-25.kml,2025-03-01,FEIJÃO,FEIJÃO,67.2,67.2,True,10.1
SOJA_520193476-1_plantio_15-11-25_colheita_23-02-26.kml,2025-11-15,SOJA,SOJA,84.5,84.5,True,10.1
TRIGO_519852143-1_plantio_01-06-25_colheita_10-10-25.kml,2025-06-01,TRIGO,TRIGO,92.5,92.5,True,10.1
AVEIA_518023991-1_plantio_25-05-24_colheita_10-10-24.kml,2024-05-25,AVEIA,AVEIA,90.7,90.7,True,10.1
TRIGO_517708985-1_plantio_05-06-24_colheita_25-10-24.kml,2024-06-05,TRIGO,TRIGO,89.8,89.8,True,10.1
SOJA_518668836-1_plantio_05-10-24_colheita_05-03-25.kml,2024-10-05,SOJA,SOJA,63.1,63.1,True,10.1
SOJA_518455961-1_plantio_11-11-24_colheita_01-05-25.kml,2024-11-11,SOJA,SOJA,87.2,87.2,True,10.1
MILHO_518839570-1_plantio_25-09-24_colheita_01-03-25.kml,2024-09-25,MILHO,FEIJÃO,48.3,28.9,False,10.1
SOJA_518680057-1_plantio_10-10-24_colheita_10-03-25.kml,2024-10-10,SOJA,SOJA,70.3,70.3,True,10.1
TRIGO_517419661-1_plantio_20-05-24_colheita_01-10-24.kml,2024-05-20,TRIGO,TRIGO,92.9,92.9,True,10.1
MILHO_519182696-1_plantio_08-04-25_colheita_22-07-25.kml,2025-04-08,MILHO,MILHO,95.0,95.0,True,10.1
MILHO_518226541-1_plantio_16-09-24_colheita_01-01-25.kml,2024-09-16,MILHO,FEIJÃO,68.1,17.1,False,20.2
TRIGO_517895939-1_plantio_10-05-24_colheita_21-08-24.kml,2024-05-10,TRIGO,TRIGO,92.6,92.6,True,10.1
FEIJÃO_518731378-1_plantio_20-09-24_colheita_20-12-24.kml,2024-09-20,FEIJÃO,FEIJÃO,49.5,49.5,True,10.1
FEIJÃO_519460799-1_plantio_26-02-25_colheita_20-05-25.kml,2025-02-26,FEIJÃO,FEIJÃO,92.9,92.9,True,10.1
AVEIA_520026528-1_plantio_06-06-25_colheita_13-11-25.kml,2025-06-06,AVEIA,AVEIA,93.8,93.8,True,10.0
MILHO_519453903-1_plantio_31-01-25_colheita_21-05-25.kml,2025-01-31,MILHO,FEIJÃO,45.5,41.1,False,10.1
TRIGO_517877065-1_plantio_01-06-24_colheita_24-09-24.kml,2024-06-01,TRIGO,TRIGO,92.1,92.1,True,10.1
SOJA_518031982-1_plantio_10-10-24_colheita_12-02-25.kml,2024-10-10,SOJA,SOJA,77.7,77.7,True,10.1
AVEIA_519830052-1_plantio_12-05-25_colheita_29-09-25.kml,2025-05-12,AVEIA,AVEIA,90.6,90.6,True,10.1
MILHO_519203272-1_plantio_02-12-24_colheita_15-05-25.kml,2024-12-02,MILHO,MILHO,39.9,39.9,True,10.0
FEIJÃO_518383408-1_plantio_02-09-24_colheita_26-11-24.kml,2024-09-02,FEIJÃO,FEIJÃO,55.6,55.6,True,10.1
TRIGO_517939736-1_plantio_10-06-24_colheita_10-11-24.kml,2024-06-10,TRIGO,TRIGO,93.1,93.1,True,10.1
FEIJÃO_519557891-1_plantio_08-03-25_colheita_22-05-25.kml,2025-03-08,FEIJÃO,MILHO,62.9,31.0,False,10.1
AVEIA_517742332-1_plantio_21-05-24_colheita_15-09-24.kml,2024-05-21,AVEIA,AVEIA,92.1,92.1,True,10.1
TRIGO_517468586-1_plantio_01-06-24_colheita_10-10-24.kml,2024-06-01,TRIGO,TRIGO,93.1,93.1,True,10.1
TRIGO_517560936-1_plantio_21-05-24_colheita_20-10-24.kml,2024-05-21,TRIGO,TRIGO,93.2,93.2,True,10.1
MILHO_519279962-1_plantio_26-02-25_colheita_27-06-25.kml,2025-02-26,MILHO,MILHO,78.6,78.6,True,10.1
TRIGO_517872407-1_plantio_25-06-24_colheita_05-11-24.kml,2024-06-25,TRIGO,TRIGO,92.5,92.5,True,10.1
MILHO_518492591-1_plantio_20-08-24_colheita_08-12-24.kml,2024-08-20,MILHO,MILHO,83.9,83.9,True,10.1
SOJA_518857464-1_plantio_15-10-24_colheita_20-01-25.kml,2024-10-15,SOJA,SOJA,82.6,82.6,True,10.1
AVEIA_517319200-1_plantio_01-06-24_colheita_01-11-24.kml,2024-06-01,AVEIA,AVEIA,93.3,93.3,True,10.1
TRIGO_517988793-1_plantio_15-06-24_colheita_10-11-24.kml,2024-06-15,TRIGO,TRIGO,92.7,92.7,True,10.1
AVEIA_517796446-1_plantio_05-06-24_colheita_10-10-24.kml,2024-06-05,AVEIA,AVEIA,93.4,93.4,True,10.1
SOJA_518672735-1_plantio_25-09-24_colheita_15-01-25.kml,2024-09-25,SOJA,SOJA,93.6,93.6,True,10.1
FEIJÃO_519058891-1_plantio_25-02-25_colheita_21-05-25.kml,2025-02-25,FEIJÃO,FEIJÃO,56.6,56.6,True,10.1
AVEIA_517427675-1_plantio_21-05-24_colheita_01-10-24.kml,2024-05-21,AVEIA,AVEIA,92.8,92.8,True,10.1
AVEIA_517906074-1_plantio_20-06-24_colheita_15-10-24.kml,2024-06-20,AVEIA,AVEIA,93.4,93.4,True,10.1
AVEIA_519922352-1_plantio_01-06-25_colheita_30-10-25.kml,2025-06-01,AVEIA,AVEIA,93.2,93.2,True,10.1
MILHO_519979405-1_plantio_30-04-25_colheita_01-12-25.kml,2025-04-30,MILHO,MILHO,91.6,91.6,True,10.1
FEIJÃO_517491462-1_plantio_26-01-24_colheita_10-05-24.kml,2024-01-26,FEIJÃO,FEIJÃO,55.6,55.6,True,10.1
FEIJÃO_518622293-1_plantio_16-02-25_colheita_22-05-25.kml,2025-02-16,FEIJÃO,MILHO,63.0,31.0,False,10.1
TRIGO_518059893-1_plantio_15-06-24_colheita_10-10-24.kml,2024-06-15,TRIGO,TRIGO,93.0,93.0,True,10.1
TRIGO_519753187-1_plantio_11-06-25_colheita_01-11-25.kml,2025-06-11,TRIGO,TRIGO,93.2,93.2,True,10.1
TRIGO_518029460-1_plantio_10-06-24_colheita_19-10-24.kml,2024-06-10,TRIGO,TRIGO,92.8,92.8,True,10.1
AVEIA_517879408-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,AVEIA,93.1,93.1,True,10.2
MILHO_520086574-1_plantio_01-09-25_colheita_20-12-25.kml,2025-09-01,MILHO,SOJA,92.9,1.1,False,10.1
FEIJÃO_519514583-1_plantio_11-02-25_colheita_30-04-25.kml,2025-02-11,FEIJÃO,FEIJÃO,93.0,93.0,True,10.1
FEIJÃO_519403367-1_plantio_27-01-25_colheita_28-04-25.kml,2025-01-27,FEIJÃO,MILHO,55.1,32.1,False,10.1
SOJA_518532774-2_plantio_11-09-24_colheita_31-01-25.kml,2024-09-11,SOJA,SOJA,85.0,85.0,True,10.1
MILHO_518705803-1_plantio_15-11-24_colheita_15-04-25.kml,2024-11-15,MILHO,MILHO,57.6,57.6,True,10.1
TRIGO_517623435-1_plantio_01-06-24_colheita_20-10-24.kml,2024-06-01,TRIGO,TRIGO,92.4,92.4,True,10.1
FEIJÃO_518818550-1_plantio_30-09-24_colheita_01-01-25.kml,2024-09-30,FEIJÃO,FEIJÃO,47.9,47.9,True,10.1
SOJA_518868677-1_plantio_04-11-24_colheita_01-04-25.kml,2024-11-04,SOJA,SOJA,93.4,93.4,True,10.1
FEIJÃO_519561032-1_plantio_22-02-25_colheita_23-05-25.kml,2025-02-22,FEIJÃO,FEIJÃO,90.2,90.2,True,10.0
FEIJÃO_517453249-1_plantio_20-02-24_colheita_15-05-24.kml,2024-02-20,FEIJÃO,FEIJÃO,88.1,88.1,True,10.1
MILHO_517421986-1_plantio_30-05-24_colheita_29-11-24.kml,2024-05-30,MILHO,MILHO,87.7,87.7,True,10.6
AVEIA_519383313-1_plantio_11-05-25_colheita_01-10-25.kml,2025-05-11,AVEIA,AVEIA,93.6,93.6,True,10.6
SOJA_518126661-1_plantio_01-10-24_colheita_03-02-25.kml,2024-10-01,SOJA,SOJA,51.8,51.8,True,10.6
MILHO_517465311-1_plantio_01-05-24_colheita_01-10-24.kml,2024-05-01,MILHO,MILHO,91.3,91.3,True,10.1
TRIGO_517453341-1_plantio_20-05-24_colheita_20-10-24.kml,2024-05-20,TRIGO,TRIGO,91.5,91.5,True,10.0
MILHO_518312084-1_plantio_05-08-24_colheita_01-01-25.kml,2024-08-05,MILHO,MILHO,75.4,75.4,True,10.1
MILHO_517564036-1_plantio_30-04-24_colheita_01-11-24.kml,2024-04-30,MILHO,MILHO,80.5,80.5,True,10.1
SOJA_518318326-1_plantio_01-11-24_colheita_01-02-25.kml,2024-11-01,SOJA,MILHO,60.5,21.7,False,10.1
TRIGO_517956171-1_plantio_20-06-24_colheita_20-10-24.kml,2024-06-20,TRIGO,TRIGO,93.1,93.1,True,10.1
FEIJÃO_519119606-1_plantio_24-02-25_colheita_20-05-25.kml,2025-02-24,FEIJÃO,FEIJÃO,73.5,73.5,True,10.1
MILHO_519978225-1_plantio_11-05-25_colheita_01-11-25.kml,2025-05-11,MILHO,MILHO,94.2,94.2,True,10.1
SOJA_518499140-1_plantio_10-10-24_colheita_20-02-25.kml,2024-10-10,SOJA,SOJA,75.5,75.5,True,10.1
MILHO_519007382-1_plantio_21-10-24_colheita_30-04-25.kml,2024-10-21,MILHO,SOJA,46.1,37.3,False,10.1
TRIGO_519563036-1_plantio_05-06-25_colheita_10-10-25.kml,2025-06-05,TRIGO,TRIGO,91.2,91.2,True,10.1
SOJA_518585079-1_plantio_20-09-24_colheita_10-01-25.kml,2024-09-20,SOJA,FEIJÃO,87.6,3.5,False,10.1
AVEIA_517602830-1_plantio_11-05-24_colheita_29-08-24.kml,2024-05-11,AVEIA,AVEIA,93.9,93.9,True,10.1
SOJA_520111571-1_plantio_15-10-25_colheita_13-02-26.kml,2025-10-15,SOJA,SOJA,80.9,80.9,True,10.1
AVEIA_519921431-1_plantio_21-05-25_colheita_25-10-25.kml,2025-05-21,AVEIA,AVEIA,92.0,92.0,True,10.1
FEIJÃO_518990586-1_plantio_10-11-24_colheita_10-03-25.kml,2024-11-10,FEIJÃO,MILHO,68.5,10.4,False,10.1
MILHO_518787507-1_plantio_04-03-25_colheita_01-08-25.kml,2025-03-04,MILHO,FEIJÃO,85.9,7.6,False,10.1
AVEIA_519786406-1_plantio_21-06-25_colheita_15-10-25.kml,2025-06-21,AVEIA,AVEIA,93.8,93.8,True,10.1
MILHO_518326117-1_plantio_11-08-24_colheita_01-02-25.kml,2024-08-11,MILHO,MILHO,83.0,83.0,True,10.1
MILHO_520038846-1_plantio_27-09-25_colheita_15-01-26.kml,2025-09-27,MILHO,FEIJÃO,57.5,19.0,False,10.1
SOJA_518466381-1_plantio_01-10-24_colheita_01-02-25.kml,2024-10-01,SOJA,SOJA,50.7,50.7,True,10.1
AVEIA_519484926-1_plantio_10-06-25_colheita_28-10-25.kml,2025-06-10,AVEIA,AVEIA,92.9,92.9,True,10.1
FEIJÃO_518787313-1_plantio_15-02-25_colheita_15-05-25.kml,2025-02-15,FEIJÃO,FEIJÃO,58.7,58.7,True,10.1
MILHO_518358470-1_plantio_15-09-24_colheita_21-03-25.kml,2024-09-15,MILHO,FEIJÃO,73.7,17.0,False,10.1
AVEIA_517784539-1_plantio_21-05-24_colheita_20-10-24.kml,2024-05-21,AVEIA,AVEIA,93.5,93.5,True,10.1
AVEIA_517398636-1_plantio_11-06-24_colheita_05-10-24.kml,2024-06-11,AVEIA,AVEIA,93.4,93.4,True,10.1
SOJA_518419423-1_plantio_15-09-24_colheita_20-01-25.kml,2024-09-15,SOJA,SOJA,89.9,89.9,True,10.1
TRIGO_517509429-1_plantio_25-05-24_colheita_01-10-24.kml,2024-05-25,TRIGO,TRIGO,91.5,91.5,True,10.1
TRIGO_517674776-1_plantio_20-05-24_colheita_15-10-24.kml,2024-05-20,TRIGO,TRIGO,93.1,93.1,True,10.1
FEIJÃO_518558865-1_plantio_15-10-24_colheita_15-02-25.kml,2024-10-15,FEIJÃO,SOJA,39.8,32.2,False,10.1
MILHO_520218990-1_plantio_01-09-25_colheita_09-01-26.kml,2025-09-01,MILHO,FEIJÃO,68.7,15.7,False,10.1
MILHO_518556764-1_plantio_10-11-24_colheita_20-05-25.kml,2024-11-10,MILHO,MILHO,54.9,54.9,True,10.1
FEIJÃO_517368182-1_plantio_05-02-24_colheita_25-05-24.kml,2024-02-05,FEIJÃO,MILHO,75.3,18.3,False,10.1
TRIGO_517943725-1_plantio_21-05-24_colheita_10-09-24.kml,2024-05-21,TRIGO,TRIGO,93.3,93.3,True,10.1
SOJA_519721904-1_plantio_01-10-25_colheita_12-01-26.kml,2025-10-01,SOJA,SOJA,91.7,91.7,True,10.1
AVEIA_519836258-1_plantio_01-06-25_colheita_08-11-25.kml,2025-06-01,AVEIA,AVEIA,89.7,89.7,True,10.1
MILHO_518328926-1_plantio_21-11-24_colheita_01-03-25.kml,2024-11-21,MILHO,SOJA,88.8,3.6,False,10.0
SOJA_518021957-1_plantio_01-10-24_colheita_05-02-25.kml,2024-10-01,SOJA,SOJA,91.9,91.9,True,10.1
MILHO_517322383-1_plantio_11-02-24_colheita_15-06-24.kml,2024-02-11,MILHO,MILHO,92.9,92.9,True,10.1
MILHO_518597650-1_plantio_10-09-24_colheita_29-12-24.kml,2024-09-10,MILHO,FEIJÃO,74.0,13.8,False,10.1
AVEIA_517568382-1_plantio_01-06-24_colheita_10-10-24.kml,2024-06-01,AVEIA,AVEIA,92.4,92.4,True,10.0
SOJA_518694086-1_plantio_16-09-24_colheita_15-01-25.kml,2024-09-16,SOJA,MILHO,56.8,19.1,False,10.1
SOJA_518269200-1_plantio_30-10-24_colheita_20-03-25.kml,2024-10-30,SOJA,SOJA,91.4,91.4,True,10.1
FEIJÃO_517530514-1_plantio_24-02-24_colheita_20-05-24.kml,2024-02-24,FEIJÃO,FEIJÃO,61.1,61.1,True,10.1
MILHO_519444381-1_plantio_20-04-25_colheita_01-10-25.kml,2025-04-20,MILHO,MILHO,94.9,94.9,True,10.1
AVEIA_519588861-1_plantio_01-06-25_colheita_15-10-25.kml,2025-06-01,AVEIA,AVEIA,92.0,92.0,True,10.1
AVEIA_517507702-1_plantio_21-05-24_colheita_01-09-24.kml,2024-05-21,AVEIA,AVEIA,92.3,92.3,True,10.1
AVEIA_519755368-1_plantio_21-06-25_colheita_20-11-25.kml,2025-06-21,AVEIA,AVEIA,92.0,92.0,True,10.0
FEIJÃO_518163948-1_plantio_08-10-24_colheita_22-12-24.kml,2024-10-08,FEIJÃO,SOJA,89.9,3.5,False,10.1
FEIJÃO_517426531-1_plantio_11-02-24_colheita_05-05-24.kml,2024-02-11,FEIJÃO,FEIJÃO,73.4,73.4,True,10.1
TRIGO_519698009-1_plantio_21-05-25_colheita_20-09-25.kml,2025-05-21,TRIGO,TRIGO,91.4,91.4,True,10.1
SOJA_518685589-1_plantio_25-10-24_colheita_20-03-25.kml,2024-10-25,SOJA,SOJA,84.7,84.7,True,10.1
FEIJÃO_519303635-1_plantio_24-02-25_colheita_05-05-25.kml,2025-02-24,FEIJÃO,FEIJÃO,92.6,92.6,True,10.1
SOJA_518558631-1_plantio_10-11-24_colheita_25-03-25.kml,2024-11-10,SOJA,SOJA,44.5,44.5,True,10.1
AVEIA_517452405-1_plantio_15-06-24_colheita_01-11-24.kml,2024-06-15,AVEIA,AVEIA,93.4,93.4,True,10.1
FEIJÃO_519504341-1_plantio_26-02-25_colheita_05-06-25.kml,2025-02-26,FEIJÃO,FEIJÃO,90.4,90.4,True,10.1
SOJA_519194997-1_plantio_10-10-24_colheita_10-02-25.kml,2024-10-10,SOJA,SOJA,83.8,83.8,True,10.3
