kml,data,true,pred,confianca,prob_true,acerto,tempo_seg
MILHO_518267327-1_plantio_20-08-24_colheita_01-01-25.kml,2024-08-20,MILHO,MILHO,79.7,79.7,True,10.0
MILHO_520218990-1_plantio_01-09-25_colheita_09-01-26.kml,2025-09-01,MILHO,FEIJÃO,43.5,23.7,False,10.1
MILHO_518492786-1_plantio_25-08-24_colheita_30-01-25.kml,2024-08-25,MILHO,MILHO,78.0,78.0,True,10.1
AVEIA_517965533-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,AVEIA,87.7,87.7,True,10.0
FEIJÃO_518338403-1_plantio_10-09-24_colheita_20-12-24.kml,2024-09-10,FEIJÃO,MILHO,48.2,30.1,False,20.1
FEIJÃO_519527239-1_plantio_25-02-25_colheita_02-06-25.kml,2025-02-25,FEIJÃO,FEIJÃO,92.8,92.8,True,10.1
SOJA_518922537-1_plantio_25-10-24_colheita_25-03-25.kml,2024-10-25,SOJA,SOJA,55.2,55.2,True,10.1
AVEIA_519588861-1_plantio_01-06-25_colheita_15-10-25.kml,2025-06-01,AVEIA,AVEIA,93.3,93.3,True,10.1
AVEIA_520026528-1_plantio_06-06-25_colheita_13-11-25.kml,2025-06-06,AVEIA,AVEIA,95.1,95.1,True,10.1
MILHO_519832260-1_plantio_20-04-25_colheita_20-12-25.kml,2025-04-20,MILHO,MILHO,88.8,88.8,True,10.1
SOJA_518326361-1_plantio_20-11-24_colheita_20-03-25.kml,2024-11-20,SOJA,SOJA,59.8,59.8,True,10.0
AVEIA_517507702-1_plantio_21-05-24_colheita_01-09-24.kml,2024-05-21,AVEIA,AVEIA,92.4,92.4,True,10.1
TRIGO_517537696-1_plantio_11-05-24_colheita_01-10-24.kml,2024-05-11,TRIGO,TRIGO,89.9,89.9,True,10.1
MILHO_519235232-1_plantio_30-01-25_colheita_07-07-25.kml,2025-01-30,MILHO,MILHO,44.1,44.1,True,10.0
TRIGO_517681375-1_plantio_01-06-24_colheita_07-10-24.kml,2024-06-01,TRIGO,TRIGO,88.7,88.7,True,10.1
TRIGO_519576344-1_plantio_01-06-25_colheita_02-10-25.kml,2025-06-01,TRIGO,TRIGO,89.6,89.6,True,10.0
TRIGO_517968292-1_plantio_25-05-24_colheita_25-09-24.kml,2024-05-25,TRIGO,TRIGO,92.2,92.2,True,10.1
AVEIA_517690232-1_plantio_15-06-24_colheita_20-10-24.kml,2024-06-15,AVEIA,AVEIA,88.5,88.5,True,10.1
MILHO_517980823-1_plantio_01-09-24_colheita_01-04-25.kml,2024-09-01,MILHO,MILHO,56.8,56.8,True,10.1
TRIGO_517472780-1_plantio_25-05-24_colheita_10-11-24.kml,2024-05-25,TRIGO,TRIGO,88.3,88.3,True,10.1
TRIGO_517563635-1_plantio_25-05-24_colheita_01-10-24.kml,2024-05-25,TRIGO,TRIGO,90.8,90.8,True,10.0
MILHO_519463330-1_plantio_20-04-25_colheita_01-11-25.kml,2025-04-20,MILHO,MILHO,88.0,88.0,True,10.1
AVEIA_517720771-1_plantio_21-05-24_colheita_01-10-24.kml,2024-05-21,AVEIA,AVEIA,93.0,93.0,True,10.1
FEIJÃO_518782035-1_plantio_14-09-24_colheita_14-12-24.kml,2024-09-14,FEIJÃO,MILHO,63.8,14.9,False,10.1
MILHO_518658299-1_plantio_11-11-24_colheita_10-03-25.kml,2024-11-11,MILHO,SOJA,71.3,15.5,False,10.1
AVEIA_517879709-1_plantio_15-06-24_colheita_15-10-24.kml,2024-06-15,AVEIA,AVEIA,81.2,81.2,True,10.1
MILHO_518358470-1_plantio_15-09-24_colheita_21-03-25.kml,2024-09-15,MILHO,FEIJÃO,60.5,28.4,False,10.0
MILHO_518606329-1_plantio_10-09-24_colheita_14-03-25.kml,2024-09-10,MILHO,SOJA,80.7,4.6,False,10.1
AVEIA_518178918-1_plantio_20-06-24_colheita_10-11-24.kml,2024-06-20,AVEIA,AVEIA,92.4,92.4,True,10.0
AVEIA_519509612-1_plantio_10-06-25_colheita_23-10-25.kml,2025-06-10,AVEIA,AVEIA,95.2,95.2,True,10.1
FEIJÃO_519442097-1_plantio_20-02-25_colheita_30-05-25.kml,2025-02-20,FEIJÃO,FEIJÃO,52.7,52.7,True,10.1
AVEIA_518023681-1_plantio_10-06-24_colheita_28-10-24.kml,2024-06-10,AVEIA,AVEIA,92.6,92.6,True,10.0
TRIGO_517263667-1_plantio_01-05-24_colheita_24-08-24.kml,2024-05-01,TRIGO,TRIGO,88.0,88.0,True,10.1
TRIGO_519766503-1_plantio_01-06-25_colheita_19-10-25.kml,2025-06-01,TRIGO,TRIGO,89.1,89.1,True,10.0
FEIJÃO_517593622-1_plantio_16-02-24_colheita_11-05-24.kml,2024-02-16,FEIJÃO,FEIJÃO,61.2,61.2,True,10.1
TRIGO_517943725-1_plantio_21-05-24_colheita_10-09-24.kml,2024-05-21,TRIGO,TRIGO,91.8,91.8,True,10.0
MILHO_520167421-1_plantio_29-06-25_colheita_01-11-25.kml,2025-06-29,MILHO,MILHO,87.6,87.6,True,10.1
AVEIA_519786406-1_plantio_21-06-25_colheita_15-10-25.kml,2025-06-21,AVEIA,AVEIA,94.0,94.0,True,10.0
AVEIA_517410988-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,AVEIA,93.5,93.5,True,10.1
SOJA_519750440-1_plantio_10-11-25_colheita_02-04-26.kml,2025-11-10,SOJA,SOJA,72.1,72.1,True,10.1
SOJA_518269200-1_plantio_30-10-24_colheita_20-03-25.kml,2024-10-30,SOJA,SOJA,88.7,88.7,True,10.0
SOJA_520340813-1_plantio_01-12-25_colheita_01-05-26.kml,2025-12-01,SOJA,SOJA,44.9,44.9,True,10.1
AVEIA_519623537-1_plantio_05-06-25_colheita_05-10-25.kml,2025-06-05,AVEIA,AVEIA,92.5,92.5,True,10.1
SOJA_518797051-1_plantio_25-11-24_colheita_05-03-25.kml,2024-11-25,SOJA,SOJA,81.2,81.2,True,10.1
TRIGO_517506104-1_plantio_01-06-24_colheita_15-10-24.kml,2024-06-01,TRIGO,TRIGO,94.5,94.5,True,10.0
